;t0;t0;t0;t0;;t1;t1;t1;t1;;t3;t3;t3;t3;;t4;t4;t4;t4;;t5;t5;t5;t5;;t6;t6;t6;t6;;t9;t9;t9;t9;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g3927;0.09;0.14;0.09;0.32;0.02;-0.17;-0.28;g3927;0;0.37;-0.03;0.13;-0.1;0.35;0.29;g3927;0.25;-0.08;-0.25;0.07;-0.2;0.15;-0.01;g3927;0.76;0;0.19;0.2;-0.16;-0.2;-0.47
g4012;0.05;0.01;0.23;0.36;0.38;0.36;-0.09;g4012;-0.69;-0.28;0.95;0.24;0.7;-0.22;-0.43;g4012;-0.43;-0.4;0.42;0.42;0.41;0.68;-1.08;g4012;0.16;-0.46;0.1;0.19;0.25;0.29;0.01
g4013;-0.03;0.18;0;-0.01;0.23;0.04;0;g4013;-0.4;0.06;-0.47;0.13;-0.42;0.42;-0.15;g4013;0.03;0.1;-0.28;0.21;-0.17;-0.18;0.15;g4013;0.69;0.01;-0.2;0.25;-0.12;-0.04;-0.37
g4073;-0.05;0.09;0.24;-0.03;0.25;-0.05;-0.26;g4073;-0.22;0.01;0.17;0.28;-0.06;-0.04;-0.22;g4073;0.64;-0.23;-0.23;-0.15;-0.23;0.01;-0.07;g4073;1.28;-0.05;0.06;-0.11;-0.26;-0.09;-0.36
g4150;0.05;-0.54;0.2;-0.04;-0.32;-0.11;0.43;g4150;0.31;0.12;-0.32;0.02;-0.03;-0.32;0.24;g4150;0.1;-0.11;-0.46;-0.03;-0.2;0.11;-0.02;g4150;-0.28;-0.34;0.12;0.02;0.03;-0.26;0.53
g4173;0.03;0.46;0.25;0.47;-0.01;0.17;0;g4173;-0.47;-0.33;0.28;-0.56;0.3;-0.21;0.34;g4173;0.11;-0.54;-0.25;-0.46;-0.04;0.13;0.42;g4173;0.79;-0.45;-0.39;-0.17;-0.12;-0.08;0.06
g4271;0;0.16;-0.29;-0.09;-0.05;0.2;-0.03;g4271;-0.02;0.13;-0.06;0.02;-0.26;-0.12;0;g4271;0.09;-0.03;0.09;-0.38;-0.35;-0.29;0.19;g4271;0.47;-0.2;-0.36;-0.08;0.17;-0.36;0.08
g4311;0.32;-0.44;-0.27;0.14;0.13;0.24;-0.4;g4311;0.8;0.45;0.69;-0.04;0.36;0.03;-0.07;g4311;-0.07;0.32;-0.02;0.26;0.31;0.2;-0.33;g4311;-0.33;-0.26;0.54;0.58;0.24;0.05;0.09
g4349;0.12;-0.17;0.07;0.35;-0.01;0.33;-0.1;g4349;-0.54;0.02;-0.03;0.24;0.18;0.47;-0.01;g4349;1.23;-0.27;0.5;-0.04;0.01;0.07;-0.75;g4349;0;0.46;-0.23;-0.02;0.03;0.13;-0.2
g4475;-0.96;-0.52;0.65;0.32;0.19;0.05;-0.44;g4475;-0.41;0;-0.04;0.06;-0.72;0.04;-0.63;g4475;-0.52;0.28;0.69;0.02;-0.13;-0.42;0.37;g4475;-1.5;-0.73;0.12;0.51;0.79;1.02;0.1
g4522;-0.09;0.52;-0.35;-0.01;-0.25;0.05;-0.09;g4522;0.14;0.14;-0.12;-0.07;-0.01;0.11;-0.05;g4522;-0.68;0.14;-0.2;-0.14;0.04;0.29;0.49;g4522;-0.35;-0.26;0.32;0.16;0.22;0.13;-1.22
g4527;-0.02;-0.08;0.05;-0.14;0.12;0.18;-0.02;g4527;0.46;0.31;0.01;-0.04;0;0.01;0.34;g4527;-0.41;0.49;-0.05;-0.05;-0.43;0.09;-0.02;g4527;-0.32;0.05;0.34;0.15;0.02;0.09;0.11
g4533;0.5;1.12;0.01;0;-0.07;-0.01;-0.15;g4533;1.22;0.71;-0.19;-0.51;-0.3;-0.86;0.35;g4533;-0.55;-0.27;0.5;-0.03;0.5;0.42;-0.13;g4533;0.73;-0.65;-0.17;-0.5;-0.78;-0.29;0.11
g4595;-0.16;-0.36;-0.15;-0.25;0.11;0.44;-0.13;g4595;-0.72;-0.98;-0.05;0.67;0.53;0.59;-0.09;g4595;-0.36;-0.58;-0.31;0.04;-0.32;-0.06;1.26;g4595;-0.98;0.17;0.2;0.2;0.03;0.25;-0.03
g4622;-0.07;0.67;0.02;-0.14;-0.22;-0.05;-0.37;g4622;0.25;0.37;0.57;-0.21;0.02;-0.35;0.18;g4622;-0.93;0.25;0.05;0.41;0.17;0.37;0.34;g4622;-0.07;-0.38;0.55;0.64;0.56;0.31;-0.53
g4631;0.17;0;-0.59;0.11;-0.09;0.19;0.28;g4631;0;0.42;0;0;0.4;0;0;g4631;-0.43;0.44;-0.13;-0.51;-0.35;0.1;-0.08;g4631;-0.54;-0.29;0.09;0.8;0.89;0.03;0.05
g4693;0.16;0.42;0.3;0;-0.02;0.02;-0.04;g4693;0.29;0.44;0.15;-0.4;0.08;0.12;0.26;g4693;0.36;-0.09;-0.47;-0.15;-0.04;0.12;0.03;g4693;-0.11;0.04;-0.07;-0.29;-0.67;-0.08;0.41
g4697;0.46;0;0.05;0.16;-0.06;-0.08;-0.19;g4697;0.23;0.51;-0.07;0.19;-0.07;0.16;0.18;g4697;-0.26;0.28;0.01;0.1;-0.13;0.01;0.19;g4697;-0.97;-0.36;0.46;0.23;0.22;0.29;0.47
g4768;0.04;-0.11;-0.15;-0.06;0.13;0.2;-0.04;g4768;0.12;0.14;0.17;1.15;0.24;0.12;-0.03;g4768;-0.13;-0.19;-0.17;-0.13;0.16;0.4;-0.15;g4768;0.24;0.13;-0.21;-0.21;-0.02;0.48;-0.05
g4799;0.04;0.09;0.12;0.07;-0.08;0;-0.12;g4799;0.38;0.43;-0.23;-0.01;-0.04;-0.02;0.02;g4799;0.58;0.53;-0.32;-0.32;-0.45;-0.17;0.25;g4799;0.22;-0.13;0.11;-0.07;-0.01;-0.28;-0.05
g4803;0.1;-0.18;0.23;0.31;0.5;0.24;-0.23;g4803;0;0;0;0;0;0;0;g4803;-0.14;-0.48;0.06;0.16;-0.15;-0.01;-0.38;g4803;-0.48;0.1;-0.31;0.06;0.2;0.16;-0.16
g4863;-0.17;-0.43;-0.03;-0.03;0.05;0.18;0.11;g4863;-0.05;-0.05;0.15;0.15;0.27;-0.26;-0.12;g4863;-0.36;-0.3;0.05;0.11;-0.39;-0.07;0.71;g4863;-0.41;0.12;0.13;0.18;-0.1;0.18;-0.1
g4885;-0.61;-0.28;-0.07;-0.21;0.46;0.01;0.03;g4885;-0.45;-0.75;0.1;0.53;0.2;0.08;-0.13;g4885;-0.49;-0.58;-0.36;0.05;0.15;0.83;-0.41;g4885;-0.7;-0.08;-0.08;-0.2;-0.1;-0.2;0.38
g4899;0.24;-1.01;0.08;0.16;-0.24;0.26;0.13;g4899;0;0;0;0;0;0;0;g4899;-0.21;0.66;0.2;0.02;-0.15;-0.02;-0.1;g4899;-0.36;0.04;0.21;0.36;0.04;0.29;0.16
g4983;0.07;-0.02;0.02;0.02;-0.18;0.02;-0.26;g4983;-0.03;0.19;-0.54;0.32;-0.08;0.5;-0.08;g4983;1.69;1.12;1.04;-0.25;0.27;-0.4;-0.29;g4983;-0.77;0.14;-0.14;-0.37;-0.41;0.06;0.1
g4984;-0.32;-0.42;0.2;0.52;0.2;-0.18;-0.25;g4984;0.04;0.01;-0.06;0.36;-0.05;-0.29;0.32;g4984;0.2;-0.2;-0.17;0.27;0.29;0.14;0.34;g4984;-0.14;-0.29;0.08;0.02;-0.26;-0.06;0.13
g5004;0.28;-0.22;0;-0.16;0.16;0.11;0.13;g5004;0.23;0.32;0.12;0.29;0;0.21;-0.09;g5004;0.15;-0.15;0.21;-0.22;-0.37;-0.04;-0.03;g5004;0.7;-0.14;0.5;0.29;0.27;0.53;-0.24
g5216;-0.33;-0.11;0.12;0.37;0.15;0.51;-0.21;g5216;0.04;-0.15;0.5;0.06;0.53;-0.22;-0.1;g5216;0.36;0.25;-0.53;-0.17;0.03;-0.23;-0.3;g5216;0.04;-0.17;-0.41;0.17;0.25;0.11;-0.15
g5227;0.52;-0.07;0.07;0.13;-0.1;-0.25;-0.25;g5227;-0.03;0.24;0.08;0.03;-0.09;-0.2;-0.05;g5227;-0.2;-0.2;-0.63;0.1;-0.02;0.09;0.44;g5227;0.46;-0.03;0.28;0.28;-0.15;-0.03;-0.19
g5260;0.21;-0.05;-0.27;-0.14;-0.43;-0.04;0.7;g5260;-0.18;0.15;0.18;0.39;-0.24;0;-0.1;g5260;1.7;2.41;1.07;0.38;-0.41;-0.32;-0.74;g5260;0;-0.22;-0.12;-0.02;0.17;0;0.17
g5269;0.32;0;0;-0.1;-0.19;0.18;0.02;g5269;0.6;0.54;-0.18;0.44;-0.47;0.41;-0.31;g5269;-0.01;0.33;-0.19;0.07;0.19;0.66;-0.71;g5269;-0.95;-0.13;0.21;0.32;0.34;0.12;0.53
g5477;0.17;-0.01;-0.15;-0.04;0;0.1;0.04;g5477;0.1;0.12;0.33;-0.42;0.46;0.19;0.35;g5477;-0.07;0.18;-0.01;0.44;-0.28;-0.12;0;g5477;0.13;-0.13;0.23;0.71;0.37;-0.26;-0.3
g5498;-0.03;0.54;0.21;0.07;0.31;0.1;-0.3;g5498;-0.17;-0.09;-0.27;0.3;-0.11;0.4;-0.43;g5498;-0.38;0.18;-0.08;-0.46;-0.69;-0.4;0.06;g5498;-0.28;-0.1;-0.06;0.34;0.04;0.11;-0.1
g5526;0.11;-0.19;0.08;0.25;0.53;0.27;-0.16;g5526;0.19;-0.06;0.35;0.22;0.41;-0.22;0.16;g5526;0.59;0.51;0.03;0.25;0.18;-0.21;0.2;g5526;-0.3;-0.09;-0.23;0.22;-0.03;0.16;0.14
g5575;0.25;-0.21;-0.02;0.28;-0.26;0.15;-0.16;g5575;0.15;0.13;-0.11;0.33;0.24;0.22;0.1;g5575;0.19;0.26;0.01;-0.25;-0.45;-0.07;-0.07;g5575;0.04;-0.33;-0.14;0.24;0.15;-0.52;0.27
g5589;-0.03;-0.74;0.06;0.11;0.06;0.29;0.44;g5589;0.1;0.29;-0.11;-0.81;0.02;0.18;-0.04;g5589;-0.48;0.22;0.3;0.06;0.06;-0.12;0.3;g5589;-1.3;0.01;0.2;0.93;0.61;-0.71;0.5
g5628;0.11;-0.21;-0.08;0.11;-0.23;0.35;0.1;g5628;0.06;-0.09;0.97;0.25;1.04;-0.42;0.03;g5628;-0.2;-0.53;-0.03;-0.29;-0.24;-0.37;0.89;g5628;0.15;-0.18;-0.32;-0.26;0.25;-0.03;0.09
g5635;0.17;0.23;-0.04;-0.17;0.1;0.04;-0.13;g5635;-0.19;0.47;0.06;0.09;0.16;-0.04;-0.2;g5635;1.18;0.86;-0.12;0.07;-0.21;0.05;-0.62;g5635;0.29;0.19;0.23;0.54;0.09;0.14;-0.64
g5645;-0.04;0.11;0.06;0.11;-0.15;0.17;-0.26;g5645;0.46;-0.02;-0.03;0.14;-0.3;0.16;-0.08;g5645;0.41;0.6;0.03;-0.03;0.05;-0.11;0;g5645;-0.16;0.17;0.35;0.03;-0.05;0.16;-0.08
g5653;-0.23;0.04;0.13;0.2;0.4;0.1;-0.25;g5653;1.14;1.15;0.31;0.33;0.25;0.22;0.34;g5653;0.36;-0.74;-0.03;0.05;-0.3;-0.64;0.54;g5653;0.41;-0.09;-0.09;0.13;-0.09;-0.02;-0.27
g5676;0.19;-0.32;0;0;-0.05;0.22;0.25;g5676;0.2;0.01;0.07;-0.4;0.27;0.07;0.08;g5676;0.22;-0.12;0.2;0;0.18;-0.07;-0.08;g5676;0.26;-0.37;-0.25;-0.11;0.15;-0.17;0.03
g5689;0;0;0.04;0.26;0.13;0.12;-0.24;g5689;0.31;0.2;-0.21;0;-0.27;0;0.06;g5689;0.12;0.32;0.02;-2.1;-0.88;0.02;1.36;g5689;0.6;0.35;0.34;-0.35;-0.13;-0.04;0.11
g5753;0.02;0.12;0.41;0.11;0.09;-0.17;-0.21;g5753;0.27;0.08;-0.31;-0.5;0.15;0.05;0.33;g5753;-0.21;-0.16;-0.21;-0.14;-0.07;0.04;0.45;g5753;0.34;-0.15;0.37;0.15;-0.06;0.25;-0.19
g5807;0;-0.18;-0.24;-0.03;0.13;0.31;-0.09;g5807;0.51;0.38;-0.17;-0.41;-0.21;-0.51;0.35;g5807;0.02;0.1;0.01;-0.15;-0.23;-0.11;0.51;g5807;-0.44;-0.12;0.24;0.28;0.1;0.02;-0.06
g5824;0.15;0.33;-0.13;-0.15;0.02;0.09;0.03;g5824;-0.29;-0.05;-0.13;0.1;-0.19;0.12;-0.25;g5824;0.53;-0.06;0.37;-0.31;0.16;-0.36;0.57;g5824;-1.06;-0.27;-0.07;-0.33;-0.51;-0.34;0.36
g5886;0.11;0.25;0.11;-0.04;-0.09;0.14;0.03;g5886;-0.55;0.1;0.26;-0.48;0.16;0.1;-0.09;g5886;0.45;-0.32;0.12;-0.17;-0.08;0.16;0.4;g5886;0.88;-0.4;-0.28;-0.18;-0.19;-0.19;-0.23
g5924;0.27;-0.01;0.16;0.16;-0.04;0.46;-0.37;g5924;-0.6;-0.41;-0.19;0.34;0.08;-0.07;0.06;g5924;-0.55;-0.31;-0.13;-0.18;-0.53;-0.18;1.11;g5924;0.34;-0.21;-0.34;-0.32;-0.21;0.21;0.08
g5927;0.15;-0.13;-0.12;-0.2;-0.17;-0.18;-0.13;g5927;0.25;0.57;-0.02;-0.04;0.06;0.4;0.22;g5927;-0.35;-0.21;-0.07;0.01;-0.42;-0.16;1.06;g5927;-0.26;-0.3;0.62;0.59;0.28;0.22;-0.3
