;t1;t1;t1;t1;;t2;t2;t2;t2;;t3;t3;t3;t3;;t5;t5;t5;t5;;t7;t7;t7;t7;;t8;t8;t8;t8;;t10;t10;t10;t10;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g3988;-0.73;-0.36;-0.38;-0.14;0.36;0.18;0.06;g3988;1.08;0.68;0.61;0.38;0.25;-0.7;-0.56;g3988;0.33;0.08;-0.04;-0.11;0.28;-0.12;0.13;g3988;-0.43;-0.39;0.16;0.5;0.63;0.47;-0.19
g3989;-0.29;-0.02;-0.11;-0.17;0;-0.06;-0.15;g3989;-0.09;0.47;0.67;0.45;0.32;-0.24;-0.67;g3989;-0.12;0.13;0.3;0.72;0.68;-0.21;-0.08;g3989;-0.18;0.02;-0.18;-0.2;-0.06;0.4;-0.07
g4001;0;0.06;0.1;-0.34;-0.08;0.27;0.15;g4001;0.13;0.26;0.01;0.15;0.25;-0.09;-0.3;g4001;0.21;-0.3;-0.18;-0.42;0.16;0.25;-0.14;g4001;-0.01;-0.04;-0.19;0.03;-0.08;-0.11;0.04
g4008;0.24;0.29;0.03;-0.2;-0.06;-0.12;-0.2;g4008;-0.08;0.16;0.19;0.34;0.06;-0.92;-0.28;g4008;-0.58;-0.39;-0.12;0.24;0.49;-0.36;0.19;g4008;-0.11;-0.15;0.36;0.01;-0.01;0.05;-0.15
g4068;0.28;0.02;-0.04;-0.17;-0.41;0.17;-0.05;g4068;-0.17;-0.32;0.27;-0.27;-0.23;0.21;0.21;g4068;0.96;0.33;-0.13;-0.88;-0.21;0.04;0.23;g4068;-0.42;0;0.08;-0.11;0.12;0.15;0.04
g4115;0;0;0.07;-0.04;0.23;-0.07;-0.21;g4115;-0.17;-0.38;-0.09;-0.05;0.32;0.22;-0.41;g4115;0.07;0.11;0.58;-0.02;-0.59;0.72;-0.39;g4115;0.09;-0.14;0.11;-0.34;0.2;0.47;0.11
g4324;0;0;0;0;0;0;0;g4324;-0.4;-0.33;0.07;0.11;0.11;-0.11;-0.11;g4324;-0.84;-0.03;0.04;-0.32;-0.58;0.6;-0.2;g4324;0;0;0;0;0;0;0
g4339;0;0;0;0;0;0;0;g4339;-0.08;-0.1;0.93;0.11;0.09;-0.11;0.01;g4339;-0.42;0.36;-0.09;-0.45;-0.13;-0.38;0.12;g4339;0;0;0;0;0;0;0
g4500;0.3;0.21;-0.3;0.14;-0.12;-0.01;0.17;g4500;-0.09;0.53;-0.34;-0.4;0.04;0.52;-0.03;g4500;-0.76;-0.24;0.3;-0.41;-0.63;0.29;0.28;g4500;-0.17;-0.03;-0.62;-0.54;0.03;0.05;-0.03
g4524;0;0;0.3;0.47;0.1;-0.07;-0.38;g4524;0.34;-0.1;0;0;0;-0.13;-0.13;g4524;0.61;0.71;0.4;-0.04;-0.52;-0.26;0.1;g4524;-0.42;0.34;-0.03;0.33;0.04;-0.03;0.35
g4528;-0.39;-0.99;-0.51;0.24;0.26;0.28;0.11;g4528;0.7;0.55;0;0;0;-0.15;-0.22;g4528;0.55;-0.15;-0.04;-0.1;0.29;-0.07;-0.21;g4528;-0.02;-0.02;0.28;0.73;0.19;-0.22;0.18
g4550;0;-0.07;0;0.15;-0.21;0.16;-0.17;g4550;-0.51;0.08;-0.27;-0.07;-0.47;0.51;0.28;g4550;0.19;-0.4;0.16;0.08;-0.1;0.29;0.08;g4550;0;0.47;-0.21;-0.27;0.19;-0.01;0.16
g4581;-0.38;0.03;0.24;0.19;0.29;0.25;0.1;g4581;-0.91;-1.1;-1;-0.82;-0.66;-1;-1;g4581;0.54;-0.44;-0.28;-0.32;0.09;-0.41;-0.16;g4581;0.4;0.32;0.32;-0.55;-0.51;-0.09;-0.03
g4624;0.65;-0.04;-0.04;-0.36;-0.2;-0.38;-0.35;g4624;0;0;0;0;0;0;0;g4624;0.45;-0.35;0.35;-0.02;-0.94;0.38;0.02;g4624;0.16;0.12;0.83;0.3;-0.12;-0.2;-0.08
g4684;-0.04;0.19;0.3;0.8;0.4;-0.11;-0.87;g4684;0;0;0;0;0;0;0;g4684;0.14;0.18;0.12;-0.06;-0.16;-0.41;-0.22;g4684;-0.46;-0.38;-0.3;-0.1;0.49;0.31;-0.04
g4719;0.09;0.16;0.2;0.24;-0.01;-0.02;-0.21;g4719;-0.26;-0.45;-0.42;-0.03;0.07;-0.61;-0.25;g4719;-0.03;-0.39;-0.49;-0.34;-0.17;0.02;0.3;g4719;-0.06;-0.39;-0.14;-0.17;0.21;0.14;0
g4722;0.01;0.15;0.34;-0.07;-0.14;-0.01;0.16;g4722;-0.09;-0.24;0.57;0.14;-0.4;1.23;-0.2;g4722;-0.34;-0.68;-0.12;-0.21;-0.07;0.22;0.22;g4722;-0.12;0.13;-0.03;-0.18;-0.18;0;-0.26
g4834;-0.54;0.16;-0.02;-0.54;0.14;0.09;-0.05;g4834;-0.58;-0.31;-0.11;0.14;0.11;-0.74;-0.3;g4834;-0.01;-0.63;-0.65;-0.02;0.23;0.05;0.1;g4834;-0.3;-0.22;-0.02;-0.18;0.04;0.08;0.2
g4874;-0.24;-0.05;0.01;0.01;0.09;-0.04;-0.3;g4874;0.11;0.37;0.4;0.31;-0.65;-0.92;-0.29;g4874;-0.35;-0.33;-0.02;0.03;0.1;0.09;0.06;g4874;-0.25;-0.27;0.26;0.17;0.23;0.27;0.14
g4898;-0.17;0.17;0.03;-0.21;-0.07;0.07;-0.07;g4898;-0.43;-0.64;0.24;-0.12;0.3;-0.29;0.58;g4898;0.5;-0.52;-0.71;-0.23;-0.37;-0.09;0.41;g4898;-0.6;-0.5;-0.17;0.01;0.25;0.25;0.27
g4927;-0.23;-0.02;0.17;-0.2;-0.22;0.07;0.01;g4927;0;0;0;0;0;0;0;g4927;-0.38;-0.52;-0.1;-0.25;-0.05;0.11;-0.05;g4927;0.2;-0.01;-0.34;-0.09;0.14;0.09;0.05
g5020;-0.45;-0.19;-0.5;-0.19;-0.01;0.11;-0.02;g5020;-0.7;-0.47;0.2;0.48;0.29;0.34;0.16;g5020;-0.23;-0.31;-0.13;-0.07;0.05;0.13;0.2;g5020;0.7;-0.61;-0.65;-0.12;0.24;0.41;-0.1
g5022;-0.04;0.6;0.51;-0.01;-0.29;-0.37;0.18;g5022;1.01;0.93;0.18;-0.25;-0.05;-0.3;0;g5022;0.54;1.42;0.78;-0.67;0;-0.17;0.73;g5022;-0.17;-0.14;-0.01;0.56;0.14;0.05;0.09
g5049;-0.14;0.5;0.37;-0.18;-0.13;-0.13;0.04;g5049;0;0;0;0;0;0;0;g5049;-0.18;-0.13;-0.14;-0.53;-0.32;-0.11;0.43;g5049;0.16;0.08;0.05;-0.25;-0.16;-0.18;-0.04
g5051;-0.49;0.56;0.14;-0.08;-0.3;0.14;0.01;g5051;0;0;0;0;0;0;0;g5051;0;0;0;0;0;0;0;g5051;-0.25;-0.13;-0.31;-0.31;0.07;0.28;-0.18
g5055;-0.43;-0.28;-0.22;0.2;0.25;0.51;0;g5055;1.03;0.6;0.22;0.21;0.19;-0.27;-0.68;g5055;0.38;0.01;-0.13;-0.06;0.27;0.14;-0.24;g5055;-0.24;-0.09;0.52;0.24;0.24;-0.09;-0.04
g5089;0.32;0.05;0.37;-0.05;-0.17;0.17;-0.08;g5089;-0.37;-0.41;-0.31;-0.22;0.09;0;-0.23;g5089;0.51;0.04;-0.31;-0.33;-0.37;-0.32;0.16;g5089;0;-0.32;-0.16;-0.49;-0.01;0.35;-0.2
g5141;0;-0.94;-0.61;0.9;0.38;0.04;-0.52;g5141;0;0;0;0;0;0;0;g5141;-1.15;-0.77;0.02;0.3;0.08;-0.1;0.06;g5141;-0.47;-0.54;-1.04;0.1;0.8;0.34;0.28
g5152;0.13;-0.42;0.09;0;0.26;0.13;-0.52;g5152;-0.3;-0.05;0.08;0.24;0.21;-0.8;-0.26;g5152;-0.76;-2.13;-1.32;0.26;-0.81;0.39;0.71;g5152;-0.39;0.15;-0.15;-0.11;0.11;-0.15;0.49
g5173;-0.18;-0.07;-0.2;0.51;0.02;0.09;-0.2;g5173;0.02;-0.01;-0.24;-0.16;-0.12;0.02;-0.07;g5173;-1.4;-0.91;0.32;0.03;0.35;0.55;0.26;g5173;-0.02;-0.02;-0.11;-0.36;-0.04;-0.07;-0.23
g5182;0.12;0.4;0.13;0.07;0;0.09;0.31;g5182;0.34;0.26;-0.4;-0.41;-0.22;-0.16;-0.08;g5182;-0.32;-0.08;0.12;0.02;-0.33;0.02;0.26;g5182;-0.18;-0.14;0.02;-0.2;0.11;0;-0.24
g5221;-0.54;-0.03;0.22;0;0.05;0.16;0.24;g5221;0.59;0.22;-0.25;-0.51;0.16;-0.29;-0.06;g5221;0.36;0.02;-0.36;-0.15;0.13;0.04;0.23;g5221;-0.32;-0.07;0.6;0.31;0;-0.1;-0.12
g5257;0.07;0.43;-0.03;-0.3;-0.41;0.07;0.04;g5257;-0.95;-0.63;-0.06;0.21;-0.04;1.27;0.12;g5257;-0.1;-0.93;-0.29;-0.65;-0.17;0.12;0.59;g5257;-0.09;-0.18;-0.53;-0.51;0.02;0.31;-0.09
g5452;-0.15;0.18;0.02;-0.21;-0.06;0.17;0.14;g5452;-0.34;-0.14;-0.07;0.15;0.2;-0.42;-0.47;g5452;-0.48;-0.77;-0.66;-0.09;0.01;0.38;0.26;g5452;0.16;-0.31;-0.01;-0.23;0.04;0.08;-0.26
g5487;0.09;-0.03;0.34;0.34;-0.27;-0.13;-0.23;g5487;-0.28;-0.39;-0.22;0.06;0.31;0.78;0.2;g5487;-0.07;0.23;-0.18;0.14;0.32;0.19;-0.01;g5487;0.21;0.2;0.25;0.37;0.27;-0.13;-0.03
g5581;0;-0.19;0.19;0.12;0.28;0.29;-0.54;g5581;-0.59;-0.47;-0.18;-0.06;-0.09;0.44;-0.02;g5581;0;-0.39;-0.58;-0.14;-0.08;-0.05;0.23;g5581;-0.28;0.03;-0.32;0.02;0.09;0.02;0.14
g5842;0.24;0.5;0;0.11;-0.08;-0.15;-0.08;g5842;0.14;0.04;-0.06;-0.06;-0.22;0.2;0.38;g5842;0.53;0.45;-0.42;0.06;-0.5;-0.34;0.37;g5842;-0.07;-0.21;-0.25;0.29;0.01;-0.09;0.05
g5921;-0.31;-0.67;-0.29;-0.2;-0.14;-0.01;0.07;g5921;0.51;0.16;-0.09;-0.05;0.03;-0.35;-0.3;g5921;0.25;0.74;0.18;0.24;-0.02;-0.37;-0.1;g5921;-0.14;-0.26;0.32;0.36;0.32;0.02;-0.09
g5928;-0.12;-0.46;0;0.04;0.09;0.29;0;g5928;0.58;0.43;0.11;0.18;0.15;-0.17;-0.13;g5928;-0.49;0.16;-0.17;-0.39;-0.22;-0.13;0.2;g5928;-0.02;-0.05;0.21;0.16;0.16;-0.02;0.21
g5947;0.19;0.42;0.06;0.15;-0.1;-0.15;-0.34;g5947;0.22;0.03;0.03;-0.1;-0.12;0;0;g5947;0.5;0.59;0.37;0.08;0.23;-0.28;-0.28;g5947;-0.19;-0.21;0.25;-0.1;-0.23;0.51;0.24
g6098;-0.25;0.32;0.32;0;0.03;-0.06;-0.16;g6098;0.62;0.35;0.26;0.29;0.3;-1.24;-0.46;g6098;0.32;0.06;-0.34;0.1;-0.21;0.09;0.38;g6098;-0.36;-0.13;-0.09;0.36;0.19;0.17;0.09
