;t0;t0;t0;t0;;t1;t1;t1;t1;;t2;t2;t2;t2;;t3;t3;t3;t3;;t4;t4;t4;t4;;t5;t5;t5;t5;;t6;t6;t6;t6;;t7;t7;t7;t7;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g1204;0.05;-0.3;0.03;0;0.22;-0.3;0.23;-0.05;g1204;0.29;0.56;0.46;-0.05;-0.07;0.07;0.01;0.05;g1204;-0.06;0.72;-0.14;0.11;0.3;0.12;-0.25;0.12;g1204;-0.32;-0.4;-0.11;0.08;-0.14;0.12;0.3;0.08
g1205;0.04;0.44;0.33;0.38;0.04;-0.38;0.09;-0.23;g1205;-0.21;-0.23;0.49;0.14;-0.04;0.04;-0.34;0.25;g1205;-0.87;0.14;-0.39;0.23;-0.13;0.21;-0.05;0.24;g1205;0.55;-0.26;0.76;0.39;0.01;-0.19;-0.21;-0.21
g1206;-0.36;0.11;0.09;-0.15;0.14;-0.41;0.16;0.37;g1206;0.15;-0.3;-0.11;0.22;0.07;0.42;-0.52;0.23;g1206;-0.18;0.02;-0.14;-0.05;0.19;0.38;0.39;0.12;g1206;0.25;-0.2;-0.11;-0.04;0.12;0.04;0.26;-0.01
g1207;0.09;-0.22;0.12;-0.32;0.23;0.06;0.31;-0.01;g1207;-0.05;-0.11;0.39;0.01;0.08;0.04;-0.02;0.09;g1207;-0.49;-0.24;-0.03;-0.11;-0.21;-0.1;0.29;-0.3;g1207;0.32;-0.13;-0.11;-0.06;0.09;-0.2;0.02;-0.08
g1208;-0.41;-0.12;-0.1;-0.14;-0.25;0.11;-0.27;-0.08;g1208;0.11;-0.04;0.33;0.08;0.11;-0.32;0.06;-0.32;g1208;-0.13;-0.18;-0.13;-0.26;0.17;-0.34;0.14;-0.22;g1208;-0.04;0.03;-0.35;0.03;-0.18;-0.07;0.09;0.17
g1209;-0.03;-0.24;-0.24;-0.06;-0.14;-0.19;-0.19;-0.12;g1209;0.55;0.51;0.35;0.15;0.01;-0.08;-0.18;0.08;g1209;-0.65;0.38;0.49;0.17;-0.54;0.17;0.22;-0.49;g1209;-0.96;-0.23;-0.07;0.33;0.17;0.2;0.23;0.04
g1210;-0.15;-0.26;-0.22;-0.22;-0.28;0.03;-0.26;0.02;g1210;0.2;0.31;0.02;0.02;-0.12;-0.09;-0.07;0.02;g1210;-0.58;-0.36;0.34;-0.18;0.04;-0.21;0.12;-0.23;g1210;-0.05;0.26;-0.23;-0.24;-0.24;-0.11;0.04;0.22
g1211;-0.38;0.15;-0.16;0.23;-0.21;-0.04;-0.3;0.15;g1211;0.78;0.84;0.72;0.09;0.04;-0.33;-0.23;-0.21;g1211;-0.89;-0.59;0.31;0.86;1.16;0.38;-0.09;0.03;g1211;-0.25;0.23;-0.18;0.12;0.08;0.08;0.06;-0.12
g1212;-0.18;0.14;0.3;0.34;0.05;0.28;-0.03;-0.03;g1212;0.23;-0.68;-0.75;-0.42;-0.31;-0.61;-0.58;-0.68;g1212;1.58;0.92;0.05;-0.35;-0.12;-0.2;-0.25;-0.27;g1212;0.05;0.36;-0.4;-0.03;-0.41;-0.5;-0.22;0.08
g1213;-0.38;0;-0.15;0.29;-0.67;-0.12;-0.13;0.04;g1213;-0.29;-0.1;-0.85;-0.29;0.53;-0.37;0.65;-0.21;g1213;1.15;0.41;0;0.41;0.74;0.29;0;0.15;g1213;0.25;0.63;-1.94;0.43;-0.03;0.25;0.33;-0.08
g1214;-0.2;-0.01;-0.08;-0.22;-0.06;0.08;-0.11;0.05;g1214;-0.16;-0.38;-0.28;0.12;-0.02;0;-0.14;0.06;g1214;0;-0.51;-0.56;0.3;0.6;0.51;-0.26;0.3;g1214;-0.14;0.01;-0.23;0.19;-0.18;-0.65;0.27;0.44
g1215;-0.49;0.04;0.01;0.35;0.01;-0.09;-0.17;-0.15;g1215;0.39;0.63;0.31;0.15;-0.41;0.11;-0.7;0.08;g1215;0.08;0.36;0.36;0.18;0.25;0.36;-0.24;0.08;g1215;-0.45;-0.4;0.02;0.39;0.19;0.04;0.18;-0.3
g1216;-0.25;0.19;-0.18;-0.13;0;-0.2;-0.16;0;g1216;-0.63;0.27;-0.29;-0.09;0.05;-0.86;0.12;-0.36;g1216;1.06;1.27;0.93;1.1;0.25;0.23;-0.43;-0.21;g1216;-0.19;0;-0.25;0.11;-0.15;0;0.26;0.43
g1217;-0.31;0;-0.55;-0.1;0.16;0.28;-0.1;0.04;g1217;-0.23;0.03;0.38;0.11;0.17;-0.01;-0.37;0.24;g1217;-0.64;-0.95;-1.17;0.47;0.32;0.81;0;0.24;g1217;0.97;-0.1;-0.1;-0.1;-0.45;-0.04;-0.47;0.1
g1218;0.14;-0.3;0.12;-0.34;-0.15;0.11;0.02;-0.08;g1218;0.28;0.64;0.43;0.1;-0.14;-0.35;-0.26;-0.21;g1218;0.12;0.12;-0.14;1.12;0.54;0.54;-1.46;-1.46;g1218;0.37;-0.19;0.27;-0.19;-0.07;0.03;0.04;0.09
g1219;-0.39;-0.08;0.02;-0.35;0.21;0.14;-0.01;0.1;g1219;-0.56;-0.46;-0.53;0.16;0.44;-0.05;0.02;-0.09;g1219;-0.51;-0.11;-0.51;-0.01;-0.21;0.37;0.05;0.17;g1219;-0.28;-0.16;-0.28;0.1;-0.21;0;0.05;-0.01
g1220;0.03;-0.71;0.03;0.53;0.75;0.34;0.44;-0.44;g1220;-0.15;0.17;0.3;0.32;0.07;0.14;0.12;-0.31;g1220;0.33;0.41;0.12;0.5;-0.28;0.4;-0.28;-0.23;g1220;-0.35;-0.28;0.06;-0.09;-0.11;-0.28;-0.26;0.15
g1221;0.51;-0.05;0.13;-0.41;0.19;0.16;0.4;0.04;g1221;0.11;0.1;0.28;-0.08;0.28;-0.29;0.39;-0.26;g1221;0.27;0.14;0.03;0.57;-1.06;0.27;0.22;-0.43;g1221;-0.43;0.27;0.21;0.25;-0.19;-0.59;-0.54;-0.33
g1222;-1.51;-1.57;-1.35;0.04;1.3;1.15;0.94;-0.08;g1222;-1.11;-0.53;1.84;1.77;0.39;-0.09;-1.31;-1.59;g1222;-1.04;-0.38;0.49;0.3;0.35;-0.21;-0.24;-0.79;g1222;-1.15;-1.4;-1.05;-0.8;-0.02;0.56;0.61;1.1
g1223;-1.46;-2.3;-1.41;-0.27;1.4;1.18;1.11;0.08;g1223;-1.31;-0.95;1.56;1.75;1.11;0.05;-0.84;-1.53;g1223;-0.99;-0.71;0.38;0.21;0.04;-0.36;-0.04;-0.58;g1223;-0.97;-1.08;-1.04;-0.91;-0.23;0.58;1;0.84
g1224;-0.02;-0.17;0.05;0.04;0.08;-0.25;0.34;-0.32;g1224;-0.09;-0.06;0.17;0.39;-0.31;0.47;-0.18;0.36;g1224;-0.34;-0.44;-0.09;-0.12;0.11;-0.5;-0.22;-0.3;g1224;-1.36;-0.67;-0.17;-0.12;-0.12;-0.01;-0.17;0.58
g1225;0.01;0.07;-0.23;0.07;0.04;-0.08;0.18;-0.03;g1225;-0.09;0.03;0.17;0.44;0.16;0.2;-0.31;0.03;g1225;-0.01;-0.43;-0.81;0.22;0.71;0.55;-0.07;0.36;g1225;0.04;-0.21;-0.42;0.19;0.31;0.17;0.56;0.03
g1226;-0.07;-0.14;-0.14;0.23;-0.09;0.05;0.12;-0.13;g1226;0.22;0.35;0.22;0.35;-0.25;0.27;-0.22;0.25;g1226;0.33;0.2;-0.03;0.12;0.34;0.2;0.05;0.18;g1226;-0.04;0.05;-0.19;0.1;-0.07;0.06;-0.02;0.05
g1227;0.25;0.06;0.19;0.2;0.15;-0.16;0.12;-0.14;g1227;-0.08;0.14;0.01;0.42;-0.11;-0.15;-0.48;0.28;g1227;0.2;-0.28;-0.58;-0.14;0.15;-0.11;-0.41;-0.01;g1227;0.65;-0.02;-0.07;-0.21;-0.12;-0.21;-0.19;-0.1
g1228;0.05;0.26;0.13;0.33;0.1;-0.16;0.14;-0.32;g1228;-0.83;-0.67;-0.29;0.17;-0.23;0.17;0.41;0.1;g1228;0.53;-0.2;-0.67;0.09;0.06;0.08;-0.37;-0.25;g1228;0.12;-0.28;-0.26;0.17;-0.18;-0.25;-0.34;0.15
g1229;0.11;-0.05;0.13;-0.19;0.38;-0.14;0.25;-0.09;g1229;-0.85;-0.85;-0.38;-0.14;0.05;0.18;0.05;0.22;g1229;0.56;-0.24;-0.97;-0.05;0.22;0.21;-0.52;-0.07;g1229;0.68;0.13;-0.08;0.15;-0.13;-0.34;-0.1;-0.22
g1230;0.14;-0.42;-0.01;-0.07;0.14;0.46;0.28;-0.3;g1230;0.41;0.03;0.68;0.35;0.34;0.28;0.2;0.08;g1230;-0.55;0.22;0.01;0.44;0.03;0.41;-0.11;0.38;g1230;-0.24;0.06;0.09;0.22;0.24;0.06;0.1;0.22
g1231;0.41;-0.28;0.02;-0.05;0.06;-0.23;0.39;0.1;g1231;-0.4;-0.57;-0.55;-0.03;0.54;0.28;0.51;0.25;g1231;-0.41;0.06;-0.26;0.01;-0.11;-0.23;-0.14;-0.28;g1231;-0.21;-0.02;-0.13;-0.05;-0.03;0.01;0.28;-0.11
g1232;-0.3;-0.23;-0.44;-0.35;-0.63;-0.05;-0.03;-0.11;g1232;-0.07;0.04;0.1;0.65;0.26;0.46;0.24;0.43;g1232;-0.83;0.16;0.43;0.33;-0.32;0.34;0.19;-0.06;g1232;-1.86;-0.38;0.43;0.28;0.55;0.47;0.43;0.55
g1233;0;0;0;0;0;0;0;0;g1233;-0.79;-0.06;-0.44;0.15;0.06;-0.68;0.51;-0.57;g1233;-0.44;0.12;0.14;0.1;-0.87;0.24;0.13;-0.23;g1233;0;0;0;0;0;0;0;0
g1234;0;0;0;0;0;0;0;0;g1234;0;-1.43;-0.49;0;0.31;0;0.78;0;g1234;0.02;0.33;0.07;-0.14;-0.57;0;-0.14;-0.48;g1234;0;0;0;0;0;0;0;0
g1235;0;0;0;0;0;0;0;0;g1235;-0.05;-0.43;-0.41;-0.44;-0.59;-0.22;-0.31;0.01;g1235;-0.2;0.26;0.07;-0.58;-0.53;-0.15;-0.24;-0.55;g1235;0;0;0;0;0;0;0;0
g1236;0;0;0;0;0;0;0;0;g1236;-0.3;-0.17;-0.34;0.14;0.01;-0.46;0.48;0.06;g1236;-0.21;-0.41;0.03;0.09;0.15;-0.06;0.01;-0.2;g1236;0;0;0;0;0;0;0;0
g1237;0;0;0;0;0;0;0;0;g1237;-0.01;0.01;-0.04;0;0.11;0;0.36;-0.22;g1237;-0.01;-0.26;-0.39;0.11;0.47;0.32;-0.11;0.21;g1237;0;0;0;0;0;0;0;0
g1238;0;0;0;0;0;0;0;0;g1238;-0.32;0.44;-0.07;-0.18;0.01;-0.19;-0.01;0.15;g1238;0.25;0.19;-0.64;0.08;0.22;0.4;-0.12;0.29;g1238;0;0;0;0;0;0;0;0
g1239;0;0;0;0;0;0;0;0;g1239;-0.6;0;-0.16;0.34;0;0;0.53;0;g1239;-0.18;0.12;0.08;0.12;-0.33;-0.13;0.12;-0.56;g1239;0;0;0;0;0;0;0;0
g1240;0;0;0;0;0;0;0;0;g1240;-0.44;-0.18;-0.15;-0.23;-0.07;-0.08;0.16;0.06;g1240;0.46;-0.49;-0.4;0;-0.22;-0.02;-0.45;-0.06;g1240;0;0;0;0;0;0;0;0
g1241;0;0;0;0;0;0;0;0;g1241;-0.14;-0.21;-0.09;0.65;0.5;-0.83;0.64;0;g1241;-0.03;-0.18;-0.34;-0.09;-0.07;0.16;-0.11;0.06;g1241;0;0;0;0;0;0;0;0
g1242;0;0;0;0;0;0;0;0;g1242;-0.24;0.21;0.1;0.3;-0.05;-0.34;0.38;-0.43;g1242;0.08;-0.28;-0.5;0.18;-0.29;0.49;-0.37;0.01;g1242;0;0;0;0;0;0;0;0
g1243;0;0;0;0;0;0;0;0;g1243;-0.16;-0.11;-0.05;0.15;0.32;-0.06;0.04;0.1;g1243;-0.69;-0.01;-0.45;0.03;0.06;0.35;-0.08;0.2;g1243;0;0;0;0;0;0;0;0
g1244;0;0;0;0;0;0;0;0;g1244;-0.46;0.14;-0.08;0.44;0.11;-0.37;-0.04;-0.17;g1244;0.57;0.15;-0.46;-0.16;-0.01;0.32;-0.38;0.06;g1244;0;0;0;0;0;0;0;0
g1245;0;0;0;0;0;0;0;0;g1245;-1.01;-0.28;0.28;0.2;0.24;-0.08;-0.02;-0.19;g1245;-0.19;-1.83;-0.24;0.84;0.5;0.73;0.29;0.25;g1245;0;0;0;0;0;0;0;0
g1246;0;0;0;0;0;0;0;0;g1246;-0.22;-0.02;-0.3;0;-0.39;0;0.89;0;g1246;0.56;0.22;-0.14;-0.27;-1;-0.42;-0.27;-0.56;g1246;0;0;0;0;0;0;0;0
g1247;1.08;0.1;0.06;-0.14;0.04;-0.31;-0.33;-0.06;g1247;0;-0.09;-0.18;-0.71;0.2;-0.28;1.6;-0.06;g1247;0.19;0.67;0.68;0.36;-0.94;0.42;0.44;-0.22;g1247;-0.36;-0.32;0.01;0.05;0.15;0.06;0.15;0.03
g1248;-0.01;0;0.02;-0.22;-0.3;0.02;-0.15;-0.22;g1248;-0.42;0.05;-0.25;-0.42;-0.01;-0.68;0.35;-0.62;g1248;-0.46;0.76;-0.46;0;0.9;1.13;-0.82;0.07;g1248;0.1;-0.09;0.01;-0.19;-0.21;-0.28;-0.04;0.18
g1249;0.58;1.07;0.08;-0.08;-0.11;-0.33;-0.69;-0.54;g1249;-0.29;-0.25;0.09;-0.22;-0.29;-0.48;-0.18;-0.27;g1249;0;-0.41;0.06;0.07;0.22;-0.23;-0.31;-0.3;g1249;0.38;-0.28;-0.34;-0.21;-0.35;-0.17;0.19;0.02
g1250;-0.31;0.09;-0.13;-0.1;-0.12;0.1;-0.13;-0.08;g1250;-0.57;-0.27;0.23;0.19;0.38;-0.14;0.29;-0.16;g1250;0.63;-0.09;-0.51;0.12;0.66;0.32;-0.16;0.29;g1250;0.05;0.08;0.16;-0.37;-0.39;-0.08;0.03;0.12
g1251;-0.13;0.16;-0.17;-0.19;0.17;0.37;-0.3;0.24;g1251;-0.54;-0.54;0.14;-0.15;0.71;-0.23;0.11;-0.05;g1251;0.21;-0.07;-0.53;0.48;0.94;0.34;-0.28;-0.18;g1251;0.28;0.07;0.12;-0.25;-0.02;-0.12;0.14;0.25
g1252;-0.44;0.37;0.11;0.04;-0.35;0.08;-0.31;0.17;g1252;-0.52;-0.31;0.3;-0.04;-0.12;-0.26;0.02;-0.35;g1252;0.06;-0.78;-0.96;0.49;-0.03;0.46;0;0.06;g1252;1.22;0.18;0.36;-0.44;-0.55;-0.4;-0.34;-0.13
g1253;-0.05;0.43;0.25;0.06;0.15;-0.05;-0.23;-0.2;g1253;-0.26;-0.32;0.01;-0.32;0.01;-0.36;0.79;-0.19;g1253;0.18;-0.71;-0.93;0.37;0.41;0.39;-0.44;-0.11;g1253;1.19;-0.08;0;-0.22;-0.2;-0.33;-0.24;-0.04
g1254;-0.39;0;0.08;0.13;-0.16;0.2;-0.3;-0.12;g1254;-0.14;0.16;-0.1;-0.41;-0.26;-0.49;0.17;-0.24;g1254;0.44;0.38;0.38;0.54;0.07;0.33;-0.64;0.33;g1254;-0.22;0.24;0.49;-0.59;-1.04;-1.61;-0.63;0.29
g1255;0.24;-0.15;0.03;-0.07;0.07;-0.01;-0.28;-0.03;g1255;0.73;0.5;-0.35;-0.26;-0.46;-0.35;-0.48;0.18;g1255;0.01;0.49;-0.39;0;0.11;0.26;-0.23;0.31;g1255;-0.44;-0.17;-0.16;0.69;0.25;0.11;-0.02;0.1
g1256;-0.27;0.8;0.63;0.15;-0.03;-0.03;-0.13;-0.25;g1256;-0.29;-0.24;-0.41;0.55;0.07;0.27;-0.29;0.16;g1256;3.09;1.94;-0.78;-0.49;-0.9;-0.49;-1.64;-0.64;g1256;1.86;0.52;-1.49;0.53;-0.96;-0.65;0.08;-0.33
g1257;0.14;0.5;0.18;-0.13;0.09;-0.18;-0.34;-0.02;g1257;-0.48;0;0;0;0;0;0;0;g1257;0.62;-0.3;-1.73;-0.3;-0.2;0.64;0.06;0.31;g1257;-0.24;-0.21;0;0.16;-0.21;-0.11;-0.11;0.19
g1258;0.23;0.03;0.16;0.29;0.06;-0.28;0.18;-0.32;g1258;0.57;0.61;0.25;-0.09;-0.61;-0.2;-0.3;0.05;g1258;-0.35;0.27;0.03;-0.13;-0.26;0.06;0.07;-0.04;g1258;-0.13;-0.05;-0.42;-0.06;0.02;-0.2;0.06;0.34
