;t0;t0;t0;t0;t0;t0;;t1;t1;t1;t1;t1;t1;;t2;t2;t2;t2;t2;t2;;t3;t3;t3;t3;t3;t3;;
;c0;c1;c2;c5;c7;c9;;c0;c1;c2;c5;c7;c9;;c0;c1;c2;c5;c7;c9;;c0;c1;c2;c5;c7;c9;;
g303;26911.14;34867.8;35827.69;35259.51;g303;15190.16;38967.23;15692.18;31229.62;g303;11947.69;32982.04;16126.78;42632.71;g303;37895.12;47642.93;16126.78;42632.71;g303;30520.01;26179.57;16126.78;42984.37;g303;12235.51;11627.89;31732.01;0
g304;35789.56;31763.31;0;4882.93;g304;1076.42;32515.91;162.77;32399.31;g304;11931.2;4615.84;39898.38;24774.7;g304;38872.75;30347.42;27139.36;4834.24;g304;35779.95;8823.55;27035.55;31183.01;g304;30716.89;18991.7;10766.35;18814.88
g309;30278.38;41780.42;41195.86;20759.93;g309;13716.68;29141.96;36389.63;46185.56;g309;3894.83;24990.29;16224.52;47810.43;g309;17178.61;11564.54;49435.78;47810.43;g309;8696.37;21846.8;16224.52;47810.43;g309;12105.85;17078.88;2372.32;47152.13
g310;20424.54;30832.84;408.94;0;g310;0;21592.41;37626.65;34863.77;g310;10474.97;9270.04;15437.14;35509.05;g310;201.68;28786.8;15437.14;28786.8;g310;30048.31;16971.64;46653.55;33356.36;g310;0;41018.73;15437.14;41018.73
g312;1092.64;30979.7;13740.81;42270.19;g312;33487.14;26109.1;3983.01;12746.15;g312;30847.71;47687.09;49003.92;41538.42;g312;23509.42;48844.08;16869.22;33699.54;g312;21097.27;48844.08;0;17901.65;g312;39839.37;48844.08;32215.64;29948.57
g313;22142.18;39054.8;8182.86;45078.68;g313;18952.77;18994.43;26899.53;6141.87;g313;34390.8;39003.29;8182.86;36196.89;g313;33970.61;49491.4;25958.15;32302.38;g313;18697.51;6548.84;46525.92;4289.57;g313;47570.41;47580.04;6530.28;36561.39
g316;4993.63;4993.63;4993.63;50000;g316;37410.09;37410.09;37410.09;31869.8;g316;14880.8;17017.49;17017.49;46785.02;g316;48954.83;17017.49;17017.49;40790.34;g316;26326.15;26326.15;26326.15;48187.14;g316;28784.29;0;25260.55;50000
g321;33844.74;12205.86;28747.55;17722.79;g321;38015.55;34566.6;22345.16;30133.54;g321;49525.74;17017.49;17017.49;39844.39;g321;25881.07;17017.49;17017.49;35419.03;g321;38519.48;12205.86;19664.52;17722.79;g321;46395.72;12205.86;47706.35;17722.79
g322;35789.56;41107.06;294.46;44676.58;g322;34715.09;41107.06;294.46;27895.92;g322;22832.07;41107.06;294.46;15545.18;g322;38872.75;41107.06;294.46;11461.11;g322;35779.95;36244.52;18253.49;36466.48;g322;8459.71;35148;22470.58;7233.63
g333;35203.73;15205.89;0;33541.05;g333;45940.93;6711;12322.37;5018.61;g333;32002.18;31805.22;31805.22;33766.8;g333;21670.94;31805.22;31805.22;12631.06;g333;16181.72;49760.47;45893.25;5071.78;g333;49694.65;31805.22;31805.22;14888.65
g335;7508.21;47562.69;0;14855.4;g335;10130.62;8966.42;27508.66;28323.71;g335;10130.62;41352.03;13233.98;10116.02;g335;37339.4;33857.71;25420.14;17314.2;g335;17892.2;29068.43;32.7;30558.51;g335;7469.32;37180.41;0;40514.37
g336;38465.31;17234.94;6707.93;12760.98;g336;37668.13;47444.89;29265.34;40686.84;g336;37668.13;18042.93;3332.96;6383.42;g336;1175.56;16550.97;5416.64;9480.78;g336;37668.13;40746.62;16187.93;20576.23;g336;46674.86;11301.04;4671.63;13893.6
g337;13218.17;7509.37;16861.26;37085.55;g337;30325.25;39068.15;22113.51;47396.28;g337;15828.16;29175.3;15828.16;15828.16;g337;20857.64;24043.62;2656.12;20857.64;g337;8458.07;26494.05;29768.33;19151.14;g337;19261.48;4211.3;17955.29;15163.86
g338;7230.62;21826.35;32622.43;9548.09;g338;1070.76;40248.7;40248.7;40248.7;g338;25995;40248.7;40248.7;40248.7;g338;7230.62;15004.57;50000;7230.62;g338;33700.25;40248.7;40248.7;40248.7;g338;44121.55;40248.7;40248.7;40248.7
g339;48639.91;29288.8;32452.37;9921.72;g339;8500.98;5985.87;22506.8;38817.7;g339;37674.82;3765.99;9810.15;24965.04;g339;46416.63;37931.59;13162.78;24063.44;g339;48660.89;10889.48;40279.72;13614.62;g339;42661.29;33226.41;38697.15;49083.92
g341;22808.77;12556.82;35080.17;46823.77;g341;7625.13;27219.36;25929.18;24175.02;g341;3811.08;11931.44;42395.58;22108.04;g341;18974.8;6485.2;3160.76;40242.82;g341;21029.54;23345.09;8381.19;0;g341;20668.18;27219.36;27219.36;36816.52
g342;40410.44;19373.13;18126.15;16729.7;g342;22393.17;18605.16;12571.67;22393.17;g342;22393.17;35318.78;40804.24;22393.17;g342;22393.17;27219.94;989.18;22393.17;g342;15449.79;15283.65;41432.94;2129.88;g342;36746.14;46986.23;11858.4;31284.86
g344;12608.93;20572.66;7707.02;23780.21;g344;26258.31;26217.56;44762.18;21064.48;g344;36567.56;30326.33;40641.66;2711.43;g344;27761.05;36207.56;2382.21;30720.28;g344;27761.05;36207.56;2382.21;28203.12;g344;33223.65;35763.53;46348.06;47698.87
g347;35789.56;9800.46;9488.2;16428.5;g347;11143.28;40447.21;7530.59;4886.05;g347;46711.39;4834.06;4834.06;4834.06;g347;38872.75;2265.37;2265.37;2265.37;g347;35779.95;14756.66;6400.1;14756.66;g347;15958.24;44684.73;9425.6;15490.76
g348;19520.05;13875.12;13623.21;19195.09;g348;9938.91;33666.49;26234.45;33666.49;g348;8108.18;23771.23;0;34908.23;g348;8699.65;7836.46;25277.89;0;g348;19608.28;13809.66;6288.99;33269.41;g348;36007;23657.9;43318.5;48642.83
g349;27423.68;12205.86;15616.53;17722.79;g349;12522.97;20473.09;33154.43;46924.57;g349;48579.99;4812.17;33154.43;6325.63;g349;38243.62;17328.6;33154.43;30498.45;g349;35630.85;12205.86;25376.88;17722.79;g349;45576.18;12205.86;29351.06;17722.79
g351;39408.21;27748.43;48758.12;18349.94;g351;21201.42;5411.73;0;45813.52;g351;0;6227.04;7326.16;47845.37;g351;10740.38;28786.8;713.46;28786.8;g351;1366.64;19134.72;4301.35;47158.35;g351;48646.7;41018.73;10621.7;41018.73
g352;0;36623.4;8182.86;42846.86;g352;38726.45;46502.84;2283.05;48094.82;g352;2246.52;36623.4;8182.86;3069.37;g352;46488.95;43938.68;26478.9;38569.24;g352;43128.92;49282;18035.66;9628.11;g352;27937.18;29834.42;43046.8;3997.34
g355;45100.13;43823.93;26193.85;27490.22;g355;45100.13;43823.93;34341.13;27490.22;g355;26044.89;44682.79;30459.17;28067.4;g355;25585.85;16029.21;17892.49;21168.84;g355;4012.48;32763.75;35220.56;13699.73;g355;45100.13;43823.93;10958.19;27490.22
g357;1530.65;15946.18;920.05;27431.9;g357;29727.11;30855.62;47172.13;29727.11;g357;29727.11;10978.25;35145.84;29727.11;g357;29727.11;22768.65;6791.16;29727.11;g357;43840.63;5838.75;50000;6551.89;g357;44997.51;20905.29;30529.58;49222.62
g358;30411.68;50000;32252.56;46639.66;g358;7560.71;40036.7;40036.7;6450.92;g358;26306.11;19456.21;18013.83;16597.18;g358;940.89;34711.85;35329.28;3280.15;g358;14358.15;37916.27;47739.17;48709.16;g358;40904.52;40036.7;40036.7;19446.7
g359;50000;38650.67;38650.67;38650.67;g359;50000;40528.61;17036.97;45227.38;g359;17535.35;50000;0;48253.29;g359;12347.41;38650.67;38650.67;38650.67;g359;27377.23;18544.11;46238.18;34153.89;g359;43969.08;38650.67;38650.67;38650.67
g360;38726.53;14394.75;50000;5169.03;g360;38757.43;30863.76;47959.73;19287.43;g360;9796.69;21939.43;45764.7;47109.6;g360;0;39161.37;32997.17;8285.06;g360;38757.43;13337.24;26128.94;27857.05;g360;9510.41;48546.74;19610.22;27247.53
g363;516.99;13473.84;26497.19;34935.24;g363;10130.62;39006.85;36605.98;39006.85;g363;10130.62;39006.85;40745.76;39006.85;g363;42377.33;48785.3;28032.27;17656.05;g363;39303.05;39006.85;39006.85;39006.85;g363;3384.25;39006.85;39006.85;39006.85
g364;47094.76;1634.62;5170.37;26535.55;g364;2921.29;44373.2;13857.45;47246.84;g364;48004.14;41366.74;77.25;26717.19;g364;18370.69;28956.6;2829.17;29159.04;g364;33046.12;10472.97;17473.06;0;g364;4661.52;40009.39;40593.24;12340.31
g365;28746;48441.36;48441.36;48441.36;g365;38304.64;19389.07;49758.59;43093.48;g365;27150.92;36823.04;49452.45;33304.96;g365;14225.98;48441.36;48441.36;48441.36;g365;43788.39;41598.46;44512.93;12146.56;g365;24964.84;48441.36;48441.36;48441.36
g369;19916.22;37407.97;11126.05;8965.49;g369;44633.19;3170.42;21595.49;38011.6;g369;39885.29;39898.78;49129.5;13043.6;g369;14498.6;25550.41;21711.23;18116.64;g369;40357.2;2433.9;43550.14;5242.9;g369;21551.9;37407.97;11126.05;5102.98
g372;35075.71;42395.42;0;50000;g372;4009.67;5973.38;49181.7;1305.51;g372;9074.41;5973.38;2581.6;20048.59;g372;50000;22211.2;22895.73;21454.09;g372;14004.95;5973.38;43510.2;888.97;g372;40238.26;7856.26;49556.8;17086.46
g373;10230.86;33017.46;41676.38;11289.06;g373;22081.67;22081.67;22081.67;20910.72;g373;3074.37;3174.09;3074.37;12468.84;g373;30536.32;30794.89;0;48398.88;g373;465.16;29600.7;25444.48;40829.93;g373;20172.56;21435.27;41609.47;14265.68
g375;18329.17;47555.45;3293.22;33681.91;g375;18329.17;47555.45;3646.72;33681.91;g375;22033.37;19074.75;31019.73;36878.41;g375;10575.39;6970.19;31019.73;36878.41;g375;27408.49;7213.12;31019.73;36878.41;g375;18329.17;47555.45;35922.1;33681.91
g399;48283.88;16637.76;48283.88;28430.61;g399;0;40217.52;21311.55;44870.56;g399;9062.17;7339.54;43399.28;23009.51;g399;49410.97;26864.6;49410.97;13982.09;g399;48544.89;37045.32;50000;28386.95;g399;16638.37;18467.73;16638.37;15832.8
g400;41338.2;36933.98;8831.28;28189.28;g400;47295.1;24508.23;26168.74;24323.41;g400;2474.15;34823.45;26168.74;14020.2;g400;25228.78;44362.6;0;12533.59;g400;7069.93;34513.11;49390.6;16373.11;g400;454.77;1398.31;50000;2766.83
g402;39330.7;5159.54;0;40304;g402;28440.14;34228.08;20825.88;17214.24;g402;35458.14;25507.39;39994.35;38143.53;g402;36744.48;22409.96;14598.54;14598.54;g402;26051.19;15411.91;14598.54;14598.54;g402;18230.09;46317.54;14598.54;14598.54
g411;13793.74;15739.14;22506.58;30850;g411;40240.65;4728.17;18373.51;44395.63;g411;7493.14;19749.41;19749.41;19749.41;g411;12031.82;44405.78;44405.78;44405.78;g411;44147.83;22601.8;22601.8;22601.8;g411;36805.79;46233.37;14444.12;16708.43
g417;35149.05;36756.14;36038.99;48415.58;g417;9803.97;33666.49;47100.57;33666.49;g417;24317.4;10037.9;9107.68;30398.71;g417;17289.36;1042.71;9107.68;30398.71;g417;44160.65;20035.64;6829.14;30398.71;g417;9224.78;13579.89;7106.46;5452.03
g419;8757.51;40123.7;26919.65;8757.51;g419;12830.31;23748.66;26168.74;44346.72;g419;8757.51;22484.27;26168.74;8757.51;g419;5136.38;26051.68;4848.12;50000;g419;8757.51;21102.98;33877.29;8757.51;g419;10552.66;26141.46;33051.63;8455.22
g421;9727.57;41107.06;294.46;31848.29;g421;17987.76;41107.06;294.46;46836.97;g421;43889.41;41107.06;294.46;0;g421;32038.65;38961.56;294.46;15984.54;g421;22155.83;25287.33;47024.09;2925.49;g421;50000;50000;13681.81;450.39
g425;6094.36;23926.56;29711.23;44834.11;g425;39198.88;9405.37;38372.22;11216.97;g425;9500.32;50000;38282.16;46616.26;g425;12596.47;4683.9;27299.63;37451.77;g425;34354.64;39622.58;4054.23;0;g425;41108.14;45575.97;43960.94;5771.07
g426;22451.01;8006.95;694.98;13754.65;g426;40667.25;33669.1;39887.63;24881.19;g426;47213.04;49184.84;7959.75;31288.09;g426;36294.07;13229.48;44968.74;10296.81;g426;35846.65;26494.05;27852.72;33732.76;g426;32469.7;38414.84;10300.48;24366.35
g433;35594.54;45514.06;12424.65;35594.54;g433;44624.68;41403.92;28052.99;31686.64;g433;35594.54;30625.38;48350.32;35594.54;g433;34048.37;39969.22;28052.99;7548.39;g433;5575.73;39969.22;29004.1;1036.54;g433;35594.54;21874.67;4522.46;35594.54
g436;25941.5;16634.85;37564.54;25941.5;g436;8579.75;4784.52;40801.68;31805.22;g436;25941.5;39677.4;28010.77;25941.5;g436;31686.13;21620.95;39548.18;22472.19;g436;25941.5;0;3154.38;25941.5;g436;38936.4;10422.21;40801.68;21062.88
g437;35789.56;49228.32;21701.83;33958.28;g437;9018.46;18217.65;6622.16;15665.32;g437;8871.04;14326.27;3950.03;48504.01;g437;38872.75;10620.61;38895.38;32746.16;g437;35779.95;19649.12;303.3;49308.64;g437;49981.5;19649.12;303.3;49308.64
g439;30018.69;47638.92;40864.11;8965.49;g439;9417.83;3124.85;27580.37;8320.89;g439;30115.68;26045.73;35991.13;13043.6;g439;43540.42;50000;3220.92;23687.64;g439;10648.49;7168.1;26459.75;5242.9;g439;30018.69;47638.92;40864.11;5102.98
g446;35789.56;35818.61;35972.25;28053.53;g446;7793.27;27726.68;43759.92;44097.52;g446;8334.49;12328.64;21494.57;29091.47;g446;38872.75;42371.83;43803.01;50000;g446;35779.95;33909.23;14361.27;27524.05;g446;46724.81;17510.22;0;43758.16
g450;14939.73;9481.02;243.69;4664.46;g450;4834.47;4481.16;11597.4;28693.01;g450;29116.59;8175.51;34931.02;5394.79;g450;27761.05;36207.56;2382.21;19640.24;g450;27761.05;36207.56;2382.21;39161.69;g450;10347.78;24494.57;50000;21738.4
g455;21641.23;36623.4;8182.86;21641.23;g455;37036.19;45721.47;47433.03;27427.59;g455;19862.93;36623.4;8182.86;21641.23;g455;8509.05;32397.03;18477.65;16735.31;g455;21641.23;2414.8;1207.11;21641.23;g455;25501.64;18448.25;21324.32;42353.89
g460;7517.82;45006.43;36983.65;20333.24;g460;19882.88;50000;44261.23;43360.6;g460;11729.57;21939.43;50000;47109.6;g460;890.15;49996.58;11727.5;14889.05;g460;17963.99;43611.73;27502.2;20834.85;g460;1106.42;48546.74;41230.32;27247.53
g463;46585.09;42963.88;41156.89;36771.15;g463;10130.62;41202.49;14676.64;3490.68;g463;10130.62;0;34497.13;19245.77;g463;15700.84;163.13;20465.12;47876.69;g463;44329.65;29298.91;50000;41050.25;g463;29473.28;2886.46;31489.41;24572.98
g482;7230.62;7272.82;32680.24;7230.62;g482;17227.12;45289.97;29019.49;32720.71;g482;32162.76;4502.03;43422.72;1613.75;g482;7230.62;16122.95;7465.64;7230.62;g482;10074.28;45761.52;15639.92;10157.45;g482;43304.37;50000;45274.84;3298.26
g483;32014.13;37097.48;37097.48;37097.48;g483;33933.03;40422.75;49977.83;1145.7;g483;3054.54;17118.12;29603.17;35895.83;g483;46784.23;37097.48;37097.48;37097.48;g483;9452.63;42160.02;6625.61;23081.85;g483;22761.32;37097.48;37097.48;37097.48
g484;9035.25;45388.68;50000;38505.67;g484;38698.31;21831.34;26168.74;32682.7;g484;30590.13;12847.45;26168.74;49007.17;g484;9167.13;21490.01;36368.81;423.93;g484;21190.05;47617.51;34528.26;7896.19;g484;19281.67;25348.26;30489.91;22956.36
g485;24055.48;3170.45;31607.64;32622.19;g485;11975.38;39969.22;28052.99;12624.92;g485;22718.24;30222.53;0;34397.26;g485;19822.84;39969.22;28052.99;1448.35;g485;20299.47;39969.22;28052.99;32765.23;g485;8552.06;8.19;12195;42335.63
g486;19520.05;9329.69;13623.21;9583.27;g486;39507.34;12206.17;15012.24;10421.38;g486;23377.27;1172.45;36170.39;46942.16;g486;28569.83;18682.2;19619.81;26395.46;g486;19608.28;45288.61;6288.99;45471.31;g486;34484.27;38258.09;17813.55;42828.82
g487;34927.45;231.98;45306.49;19241.38;g487;2638.65;35631.34;13337.15;42081.87;g487;23564.41;18902.92;23564.41;43216.65;g487;17810.21;19318.42;41667.05;36025.94;g487;23564.41;38801.93;23564.41;41148.39;g487;38356.16;47035.86;36570.23;229.17
g490;22768.82;43026.17;22768.82;2183.5;g490;26201.86;15240.31;37224.7;23643.54;g490;36159.46;2783.94;21912.69;48673.45;g490;46295.5;12135.98;41201.14;46658.29;g490;12947.62;26904.45;30494.76;32294.25;g490;25172.1;27834.97;25172.1;47394.72
g491;9201.92;3844.86;14102.66;25256.96;g491;46807.2;6350.44;42067.11;18950.12;g491;0;4159.81;47875.93;21531.28;g491;46229.54;15960.36;44458.82;21755.24;g491;30178.72;38303.89;22300.53;14381.22;g491;17183.62;3408.51;5384.08;2865.79
g492;7230.62;0;19403.31;7230.62;g492;4678.66;49087.83;49087.83;49087.83;g492;44032.7;49087.83;49087.83;49087.83;g492;7230.62;42590.88;6370.15;7230.62;g492;43562;49087.83;49087.83;49087.83;g492;21753.25;49087.83;49087.83;49087.83
g493;2121.22;13260.75;6291.24;8965.49;g493;33984;8960.63;4393.31;0;g493;30590.13;12847.45;4514.13;13043.6;g493;9167.13;21490.01;40956.56;8052.98;g493;32145.08;15612.12;627.58;5242.9;g493;19281.67;25348.26;13643.54;5102.98
g495;33709.62;25682;47631.92;25682;g495;12907.06;25682;0;25682;g495;12346.33;13195.95;2572.2;36719.35;g495;9987.48;3443.84;43584.65;20682.92;g495;0;22878.96;18425.98;47874.8;g495;45589.2;25682;3962.52;25682
g496;41479.57;7097.23;6177.45;14249.79;g496;44828.21;26895.89;26895.89;40966.01;g496;11339.28;45348.2;11339.28;50000;g496;45354.51;10678.08;45223.3;8071.16;g496;11339.28;32621.91;11339.28;30568.53;g496;37961.28;26895.89;26895.89;0
g497;48283.88;12205.86;48283.88;17722.79;g497;41551.31;41995.22;8362.76;14672.75;g497;42660.3;50000;24506.84;32298.52;g497;49410.97;47397.28;49410.97;21185.04;g497;19417.01;12205.86;18904.65;17722.79;g497;16638.37;12205.86;16638.37;17722.79
g498;45279.31;30161.1;28715.53;46735.58;g498;49706.56;20459.34;34595.5;21379.56;g498;17847.23;31805.22;31805.22;5814.31;g498;16076.5;31805.22;31805.22;14110.16;g498;629.02;30529.13;17830.27;39306.79;g498;35023.91;31805.22;31805.22;17374.78
