;t0;t0;t0;t0;t0;t0;;t1;t1;t1;t1;t1;t1;;t2;t2;t2;t2;t2;t2;;t3;t3;t3;t3;t3;t3;;
;c1;c4;c5;c7;c8;c9;;c1;c4;c5;c7;c8;c9;;c1;c4;c5;c7;c8;c9;;c1;c4;c5;c7;c8;c9;;
g121;43834.79;41597.59;25066.75;42749.45;g121;11861.94;17017.49;17017.49;41314.26;g121;46088.56;17017.49;17017.49;35506.83;g121;9164.16;13423.67;39425.95;8193.72;g121;26849.32;17017.49;17017.49;25448.53;g121;4643.08;26003.49;17033.17;29710.79
g122;49605.6;10669.61;2563.35;29042.6;g122;7230.62;3818.16;11086.11;7230.62;g122;7230.62;29447.37;10219.95;7230.62;g122;6560.32;19703.88;19245.18;35880.53;g122;7230.62;29590.61;26035.66;7230.62;g122;35543.23;48965.53;31383.06;721.31
g123;1688.65;5835.7;42067.11;46742.59;g123;11511.47;0;8788.54;6184.12;g123;20471.21;0;747.94;37359.34;g123;50000;34795.53;21998.53;32091.55;g123;12087.38;48886.68;36699.69;19638.04;g123;13687.64;37227.27;45069.97;3614.27
g124;50000;31394.2;31394.2;30134.69;g124;35594.54;28182.34;13536.23;35594.54;g124;46068.43;11523.13;11523.13;48567.4;g124;48537.4;38634.41;36334.3;9960.13;g124;46434.81;32489.04;32489.04;46145.07;g124;33671.11;4472.54;21796.8;35594.54
g125;30981.5;11588.93;48950.85;32019.84;g125;21916.26;31451.84;30471.84;23402.86;g125;14849.49;19169.81;49619.17;35872.29;g125;19608.28;34753.45;6288.99;14033.87;g125;9901.21;16429;28894.75;23306.69;g125;24560.22;8008.25;34381.23;38781.25
g126;26512.76;44080.14;26648.93;37826.12;g126;19157.05;40200.2;33122.59;40200.2;g126;18382.65;28786.8;604.59;28786.8;g126;12847.07;48635.63;40431.58;47544.2;g126;19172.25;47227.64;15193.5;47227.64;g126;35961.15;41018.73;22095.04;41018.73
g127;28126.5;36024.4;33960.62;46845.16;g127;33355.45;41806.99;9802.43;3279.01;g127;38872.75;29528.39;18749.87;44738.96;g127;35779.95;4740.66;49889.81;36563.86;g127;25251.91;40235.28;37339.08;39681.94;g127;46673.01;32825.96;46489.13;2904.62
g128;50000;31394.2;31394.2;46587.12;g128;10162.67;34184.93;36633.54;10162.67;g128;17845.23;11523.13;11523.13;34456.94;g128;24068.94;22161.3;4803.93;24068.94;g128;0;32489.04;32489.04;24634.38;g128;39755.71;32770.9;43888.13;39755.71
g129;13292.34;8792.27;34654.22;29306.84;g129;13955.77;4455.48;8307.52;12513.37;g129;9191.04;37534.17;40224.23;14239.98;g129;50000;1723.24;3595.93;40273.13;g129;24171.9;48636.81;39071.72;16287.99;g129;12536.76;21236.94;15382.89;42943.56
g130;8980.11;39969.22;28052.99;37498.46;g130;9672.09;16968.45;0;41728.34;g130;19100.51;39969.22;28052.99;2891.85;g130;28380.34;39969.22;28052.99;7424.28;g130;31355.46;37055.19;36164.28;44728.94;g130;44216.72;25794.91;42662.56;32926.23
g131;41935.9;48928.39;48023.04;34150.21;g131;17320.17;41795.19;23359.98;38055.17;g131;38138.49;14875.38;48023.04;34150.21;g131;36081.84;26494.05;48023.04;34150.21;g131;29055.99;40146.75;48023.04;34150.21;g131;31196.58;18699.24;47619.91;27444.52
g132;26734.7;14082.3;0;8570.29;g132;880.54;5729.94;37395.9;5906.66;g132;46803.99;6444.37;49719.84;42881.31;g132;11221.28;44080.89;42738.77;23067.72;g132;26864.55;39306.89;42964.53;32361.24;g132;18485.18;32454.96;29896.8;1399.81
g133;47643.81;41107.06;294.46;33182.33;g133;14499.85;35671.29;44544.2;39708.13;g133;30969.02;41107.06;294.46;14666.51;g133;378.43;50000;18436.85;27668.23;g133;573.1;41107.06;294.46;23209.23;g133;37458.78;40001.49;41317;50000
g134;12047.46;34639.27;34639.27;34639.27;g134;905.24;27975.06;4020.49;38741.74;g134;45145.56;41132.83;17014.17;23151.23;g134;9112.5;34639.27;34639.27;34639.27;g134;29479.58;4450.89;5864.15;33701.71;g134;23692.81;34639.27;34639.27;34639.27
g135;33650.84;25682;8828.19;25682;g135;28800.03;22490.32;1993.13;29133.05;g135;12358.73;9027.25;36547.06;21436.59;g135;14435.24;40622.73;16762.79;4843.43;g135;4120.21;25682;31470.55;25682;g135;41260.87;25682;9723.81;25682
g136;24609.38;41107.06;2009.37;22861.77;g136;22861.77;26039.23;7583.11;22861.77;g136;22861.77;41107.06;0;22861.77;g136;5621.69;48432.39;30401.2;15101.62;g136;22861.77;40685.31;294.46;22861.77;g136;34174.93;50000;49332.45;928.42
g137;0;7809.14;44865.39;23020.59;g137;36647.82;32273.73;8964.65;18423.52;g137;18733.62;36157.19;18733.62;18733.62;g137;50000;33366.44;29837.87;9356.31;g137;14509.14;45180.08;14509.14;14509.14;g137;577.25;32259.8;24281.81;21577.05
g138;16892.33;10413.38;14835.62;5370.6;g138;16040.05;16732.94;2081.76;4400.54;g138;45942.43;32613.82;45942.43;45942.43;g138;26961.21;3163.51;18451.54;50000;g138;19430.63;50000;19430.63;19430.63;g138;37531.03;11314.62;33250.67;34225.84
g139;39281.1;33666.49;48822.2;33666.49;g139;33192.68;33666.49;43244.66;33666.49;g139;7752.33;47647.2;19703.35;44040.25;g139;41774.57;38597.55;21697.34;44382.51;g139;26237.7;32192.68;10626.52;33666.49;g139;45367.23;37139.42;11645.06;38296.52
g140;41624.02;33666.49;16466.35;33666.49;g140;32565.62;33666.49;29972.13;33666.49;g140;0;6710.8;7234.85;50000;g140;37305.93;24163.89;13147.07;372.77;g140;30086.78;33666.49;18367.17;33666.49;g140;13316.27;25288.64;12861.68;404.52
g141;32570.56;43610.11;32241.15;49842.97;g141;41082.77;37549.67;22804.49;22804.49;g141;28507.26;35651.36;22804.49;22804.49;g141;10440.73;41957.53;22804.49;22804.49;g141;9739.45;2065.58;7459.7;1903.79;g141;12809.23;37570.4;22804.49;22804.49
g142;23383.01;11669.24;30647.51;49041.88;g142;23383.01;11669.24;30647.51;49041.88;g142;1595.46;11488.26;30647.51;48292.91;g142;46690.83;11876.06;2936.72;30912.03;g142;12607.12;34359.58;29954.66;0;g142;23383.01;11669.24;13462.95;49041.88
g143;31691.36;29767.85;29261.58;31691.36;g143;31691.36;0;17586.2;31691.36;g143;31691.36;0;7089.15;31691.36;g143;10730.58;17740.17;50000;718.68;g143;31691.36;38379.44;13292.86;31691.36;g143;48271.73;0;33233.68;0
g144;10130.62;10990.27;40748.23;20404.6;g144;41148.14;43917.67;10196.71;38660.82;g144;5058.86;7717.76;7717.76;7717.76;g144;30941.45;12190.88;12190.88;12190.88;g144;10130.62;47830.16;47830.16;47830.16;g144;277.85;2751.99;43080;47586.89
g145;34102.13;37231.19;47332.16;25539;g145;9074.43;21580.93;11661.28;42982.76;g145;41668.85;41367.57;5943.83;28656.55;g145;35392.73;21432.85;38328.65;21432.85;g145;18225.75;48859.3;33906.46;33046.71;g145;0;19628.38;5119.24;32016.1
g146;34676.54;42331.1;25810.36;15162.41;g146;21916.26;22468.85;43123.97;39182.21;g146;16748.32;22468.85;33983.31;27774.64;g146;19608.28;22468.85;6288.99;33748.63;g146;9901.21;41246.2;28894.75;41478.87;g146;21012.63;425.74;48385.4;33719.16
g147;6037.39;24545.49;37153.47;34663.03;g147;35375.29;46638.81;8473.49;10682.21;g147;3493.97;21443.93;11545.52;22396.03;g147;18218.25;7743.13;35606.47;40958.9;g147;39497.09;36628.52;39497.09;44878.39;g147;25172.1;21467.62;25172.1;7951.92
g148;22449.36;28921;26168.74;11252.91;g148;13125.3;34393.18;26168.74;10800.45;g148;44552.61;28722.82;32881.27;47639.3;g148;4154;43756.4;34908.04;25335.19;g148;29243.76;29290.85;25090.02;4841.85;g148;7453.71;31390.7;9143.61;32153.63
g149;10759.99;9424;40801.68;30964.73;g149;10759.99;9424;40801.68;30964.73;g149;30469.54;24602.04;28033.94;23818.27;g149;0.79;20879.67;36537.24;43749.41;g149;28289.42;43625.78;20245.1;26441.76;g149;10759.99;9424;40801.68;30964.73
g150;48194.64;20940.3;3811.48;47270.36;g150;42781.35;40200.2;4242.15;40200.2;g150;20748.75;28786.8;18314.8;28786.8;g150;44648.13;42162.28;11779.98;166.05;g150;25340.46;47725.31;33899.21;47227.64;g150;30062.33;48591.36;50000;41018.73
g151;0;26087.37;42067.11;29661.45;g151;6747.33;6747.33;31262.08;362.22;g151;762.67;762.67;33345.5;2308.86;g151;31583.09;33597.93;12731.96;3840.88;g151;29302.79;40685.63;36699.69;19268.83;g151;40806.72;40806.72;45312.65;50000
g152;18627.14;27743.19;18988.74;27743.19;g152;46832.37;27743.19;47941.93;27743.19;g152;35006.65;22188.21;36178.81;6304.76;g152;25694.82;43412.44;37058.36;34931.09;g152;45228.14;27743.19;11752.77;27743.19;g152;21807.75;48927.72;716.57;13009.32
g153;29449.39;0;40634.64;41075.2;g153;12959;11095.39;12547.22;19314.54;g153;22986.49;31805.22;31805.22;36124.01;g153;29018.1;41706.85;34384.82;29469.26;g153;5301.66;8810.73;16453.03;30533.73;g153;16587.33;31805.22;31805.22;0
g154;27626.27;33666.49;14228.37;33666.49;g154;23612.23;33666.49;1872.04;33666.49;g154;2095.59;50000;18600.55;45371.05;g154;42343.42;8503.83;22661.67;46289.74;g154;39497.09;33666.49;39497.09;33666.49;g154;25172.1;31574.06;25172.1;7828.71
g155;8087.65;12921.02;10649.27;30788.89;g155;1059.96;40631.75;28787.19;50000;g155;14653.52;26582.16;10649.27;30788.89;g155;8087.65;38427.76;10649.27;30788.89;g155;13272.84;30040.7;10649.27;30788.89;g155;34716.47;48725.39;44759.04;49604.19
g156;29400.47;6284.42;34031.02;46727.86;g156;50000;7202.31;49106.81;16719.5;g156;15303.8;7514.88;11928.05;40971.77;g156;24746.03;7202.31;49106.81;30442.52;g156;50000;0;28478.95;25853.76;g156;9718.94;7202.31;49106.81;16719.5
g157;4616.46;27956.86;37003.28;46961.95;g157;31727.04;21365.35;38271.83;20888.33;g157;36906.85;8601.39;1091.4;27782.18;g157;15521.52;19990;1091.4;27782.18;g157;47813.25;38125.73;1091.4;27782.18;g157;35520.05;29873.14;4113.92;47264.93
g158;30210.67;3440.45;26110.35;4399.6;g158;21080.28;44160.64;4791.82;50000;g158;9167.13;21490.01;13240.02;36329.48;g158;41191.67;37649.23;23535.19;9416.97;g158;26325.7;4274.58;44777.23;25040.12;g158;19281.67;25348.26;25042.6;48847.58
g159;20334.21;4967.01;30390.96;12966.76;g159;21365.88;4967.01;16488.67;12966.76;g159;43486.52;38518.19;28189.96;37917.78;g159;43409.26;37672.93;34337.75;35997.44;g159;49890.48;12468.28;12299.85;12882.87;g159;20334.21;4967.01;42147.38;12966.76
g160;2921.29;44373.2;32674.11;44020.19;g160;46871.9;32617.18;7242.34;26057.34;g160;36605.54;48553.66;27299.63;37451.77;g160;33046.12;10472.97;10446.62;40704.9;g160;40484.61;49189.49;44456.34;9766.86;g160;47144.86;21301.86;31006.77;11812.67
g161;19368.44;25375.43;1340.68;48700.44;g161;36187.67;25375.43;1014.5;48700.44;g161;25167.87;25375.43;4491.75;48700.44;g161;21176.39;40188.25;2227.4;9163.93;g161;20903.94;20841.92;1882.38;8256.03;g161;36534.65;8287.84;47114.45;47883.02
g162;13866.2;46384.86;17881.44;14549.89;g162;28892.88;22302.71;28892.88;43259.69;g162;49410.97;43882.8;49410.97;26797.1;g162;24574.82;17109.87;12535.77;42732.94;g162;25606.79;27374.38;15288.59;29727.91;g162;16638.37;35624.7;16638.37;44639.34
g163;9568.88;34388.88;47446.86;30078.58;g163;903.97;17017.49;17017.49;8362.39;g163;31248.28;17017.49;17017.49;1381.91;g163;17818.51;11489.26;45499.23;1836.71;g163;2311.09;17017.49;17017.49;45252.51;g163;5023.53;16675.66;39839.62;50000
g164;27230.39;1214.5;19874;45113.94;g164;46782.12;39178.08;50000;17619.51;g164;5742.44;31805.22;31805.22;16732.95;g164;28951.39;9876.4;33649.34;9677.92;g164;50000;18930.84;43078.26;40554.97;g164;49939.17;31805.22;31805.22;17433.44
g165;9211.91;21988.57;43772.23;38124.41;g165;21677.99;7573.98;24419.23;20130.54;g165;42778.37;22212.57;823.67;15361.22;g165;0;0;50000;9275.23;g165;5260.21;19633.85;50000;30776.01;g165;22755.77;26239.62;46504.07;37760.58
g166;7295.21;15290.76;49052.86;42522.14;g166;17494.97;46688.14;10964.14;23299.06;g166;48971.58;20542.46;428.26;42238.42;g166;29375.52;41357.43;50000;41357.43;g166;0;25998.33;31533.59;17963.62;g166;586.76;50000;19110.91;10440.69
g167;12085.55;17589.67;39402.12;22501.16;g167;50000;32668.58;46045.9;41233.85;g167;47486.35;25697.52;49934.9;14066.87;g167;43229.71;11096.18;34938.9;5242.9;g167;43229.71;37870.5;34938.9;18228.62;g167;43229.71;0;33142.04;5102.98
g168;10016.05;46420.54;15877.84;34164.34;g168;26507.92;18873.79;47671.68;44456.2;g168;10934.89;10934.89;26110.28;29846.44;g168;38190.1;10693.53;15695.78;42619.68;g168;2108.7;2108.7;23150.07;29524.12;g168;13252.09;11847.02;20834.25;15817.2
g169;21872.11;18964.29;13712.18;17225.13;g169;32158.12;9665.67;32158.12;20498.48;g169;31766.81;40898.27;31766.81;5462.69;g169;19180.92;18964.29;19180.92;24382.92;g169;16269.59;18964.29;16269.59;26737.96;g169;37702.88;40510.61;34212.04;0
g170;14758.58;4752.86;39668.6;0;g170;35594.54;46699.7;44496.82;35594.54;g170;17822.33;25078.34;1660.01;34954.69;g170;4424.99;40374.96;3901.49;44551.27;g170;41626.5;0;15939.39;21247.43;g170;35594.54;4273.63;24835.43;35594.54
g171;25627.78;27743.19;39672.34;27743.19;g171;18107.44;27743.19;43143.66;27743.19;g171;13101.33;23846.7;47078.84;15649.36;g171;7724.22;0;17521.79;30123.74;g171;0;27743.19;49126.44;27743.19;g171;34176.87;5596.7;49979.03;9102.51
g172;40603.1;26920.18;13857.45;17560.72;g172;15712.2;2454.76;49272.17;1371.95;g172;4770.67;16395.89;22370.91;12732.65;g172;27751.19;45042.4;20466.07;29455.89;g172;13972.63;17625.72;50000;26534.88;g172;23330.15;6488.74;40593.24;12340.31
g173;38244.86;17516.4;29452.45;27819.12;g173;46001.91;49878.63;28740.28;24375.99;g173;29.45;48897.98;15061.61;39148.31;g173;34235.72;21878.61;34819.41;5242.9;g173;46001.91;49878.63;28740.28;18228.62;g173;46001.91;49878.63;28740.28;5102.98
g174;32408.84;39566.15;38645.6;10777.26;g174;48992.09;31484.28;12747.39;10687.14;g174;36803.46;0;12747.39;29937.99;g174;30374.32;29900.67;31290.94;5667.31;g174;16077.48;13320.75;44073.91;2506.91;g174;15622.49;4537.4;0;10612.53
g175;70.78;5552.39;39592;14344.88;g175;3759.84;40216.36;35532.88;2142.96;g175;34491.92;7078.49;23344.85;16044.95;g175;44401.49;5552.39;46726.46;48727.89;g175;43345.5;4676.25;46726.46;8585.35;g175;43345.5;5822.94;46726.46;40152.5
g176;25031.63;2600.15;30982.26;18137.96;g176;3682.19;3788.15;49229.05;1250.11;g176;50000;45736.62;7794.91;46867.76;g176;12868.84;41557.16;35463.52;4915.08;g176;12200.86;7346.61;48746.75;811.63;g176;21748.64;7027.93;33359.32;41821.7
g177;42053.68;16886.32;21158.1;12597.46;g177;48330.07;50000;28195.22;41425.12;g177;7987.21;36724.01;39337.41;5518.61;g177;32610.61;20404.39;21932.95;9023.68;g177;39497.09;13705.24;39497.09;29688.64;g177;25172.1;0;25172.1;7411.4
g178;37269.33;13239.02;1002.02;45362.24;g178;33355.45;2288.76;1282.94;19833.69;g178;38872.75;50000;21865.88;40305.24;g178;35779.95;31765.69;20718.04;50000;g178;26390.27;43349.88;8196.46;37390.56;g178;5724.06;48546.74;11809.61;27247.53
g179;37269.03;1636.89;15754.97;39767.02;g179;7230.62;32564.82;17352.12;7230.62;g179;7230.62;49099.56;18970.47;7230.62;g179;33986.24;45848.1;22768.61;40251.56;g179;7230.62;2869.54;26366.7;7230.62;g179;20418.3;45628.21;16001.61;44811.98
g180;154.4;19828.91;4104.29;30338.7;g180;38943.78;5439.39;23305.51;34945.04;g180;4717.05;45855.6;4717.05;4717.05;g180;33283.74;19828.91;21772.27;14248.96;g180;30538.85;19828.91;30538.85;30538.85;g180;3433.58;31627.91;41182.19;8088.92
g181;8500.98;5985.87;22506.8;50000;g181;4286.28;49613.7;33267.12;23604.35;g181;35553.88;46839.39;39783.2;45049.28;g181;48660.89;10889.48;40279.72;0;g181;12970.65;3182.19;20423.15;42140.38;g181;42661.29;33226.41;38697.15;44985.33
g182;41268.71;30938.14;7771.07;46272.25;g182;10162.67;24382.47;27041.87;10162.67;g182;0;1083.77;26119.3;15475.43;g182;24068.94;22657.34;11944.34;24068.94;g182;6467.48;44927.85;27533.57;298.94;g182;39755.71;40745.82;31470.78;39755.71
g183;3863.48;31394.2;2620.08;9324.53;g183;28129.1;30110.9;1836.79;29471.99;g183;3088.23;11523.13;11523.13;48683.76;g183;32584;45273.03;20380.19;9623.92;g183;7100.11;32489.04;32489.04;11296.09;g183;8205.68;28705.15;5776.01;8424.18
g184;12079.35;16621.1;45048.54;21018.95;g184;0;19437.2;15803.83;31144.03;g184;27960.2;27501.05;29131.75;29131.75;g184;22349.69;40381.51;40381.51;40381.51;g184;23589.63;31430.49;7183.4;33176.77;g184;28500.85;0;24876.59;26132.78
g185;2898.24;13789.93;49971.04;49971.04;g185;1911.74;12714.02;39043.95;39043.95;g185;20479.05;23392.04;41517.9;31741.22;g185;11729.42;48127.22;15349.33;23848.18;g185;42764.91;7858.83;35160.99;19180.84;g185;39851.77;39197.29;22382.18;22382.18
g186;26971.44;23895.53;30982.26;27713.5;g186;46090.01;13026.44;30930.63;42948.96;g186;50000;32926.8;11999.14;18615.34;g186;14090.36;28561.83;46029.4;46698.06;g186;2239.4;10019.88;28692.31;30512.03;g186;30218.09;6654.33;31974.31;7198.38
g187;9092.06;47793.16;47793.16;47793.16;g187;49665.59;15038.18;3526.41;44450.59;g187;40305.94;47793.16;47793.16;47793.16;g187;41580.94;47793.16;47793.16;47793.16;g187;49665.59;15038.18;2639.73;25984.43;g187;49665.59;15038.18;2639.73;4761.24
g188;46491.78;17853.32;26442.28;34993.45;g188;27689.85;27689.85;17825.95;18328.1;g188;25160.4;0;27299.63;37451.77;g188;36822.95;18532.41;11512.42;47904.49;g188;27689.85;27689.85;44456.34;9766.86;g188;27689.85;27689.85;27983.91;50000
g189;33943.19;31394.2;31394.2;50000;g189;9184.28;11766.16;14034.24;22566.11;g189;47828.42;11523.13;11523.13;21623.68;g189;12854.24;38556.9;20338.87;15484.95;g189;3680.85;32489.04;32489.04;17584.19;g189;12397.87;22774.03;29838.68;1272.56
g190;4433.46;41107.06;294.46;20360.3;g190;43384.59;20035.02;17294.82;2257.37;g190;0;43389.37;294.46;23838.26;g190;8238.43;46320.17;44785.49;43674.82;g190;20055.7;41107.06;294.46;13257.84;g190;41897.38;23732.88;25543.32;9697.28
g191;24627.66;24627.66;24627.66;30200.18;g191;11720;10288.03;15437.14;27732.31;g191;4539.2;25581.34;15437.14;4417.83;g191;44157.88;44157.88;44157.88;15975.86;g191;34071.1;16985.22;48871.08;46290.44;g191;7201.8;11228.83;15437.14;24238.33
g192;43040.73;37907.93;46352.77;22603.91;g192;905.24;27975.06;7971.55;38741.74;g192;45877.23;41132.83;4479.52;23151.23;g192;35260.13;43476.67;316.34;9172.53;g192;29479.58;4450.89;30049.43;33701.71;g192;6072.19;602;11032.59;19081.18
g193;25175.98;14082.3;638.07;40317.2;g193;16283.98;20266.92;27073.87;1742.73;g193;0;16620.3;34867.2;41937.2;g193;19479.47;44080.89;11117.02;10988.31;g193;18054.51;19179.37;8635.74;31218.83;g193;18485.18;32454.96;23368.64;40586.98
g194;6291.02;32903.25;9513.91;41331.39;g194;49908.06;32692.8;25761.15;12475.68;g194;27761.05;36207.56;2382.21;22340.66;g194;27761.05;36207.56;2382.21;9290.26;g194;27761.05;36207.56;2382.21;26894.67;g194;30604.15;10584.11;37257.34;4697.51
g331;41523.35;15655.15;49009.07;4038.24;g331;5346.04;30021.37;33840.69;11505.25;g331;25461.87;27333.58;40605.15;32592.19;g331;26112.95;50000;33947.4;16410.33;g331;23478.42;20475.45;30434.76;50000;g331;3261.55;1344.43;11478.32;38641.54
