;t4;t4;t4;t4;;t5;t5;t5;t5;;t6;t6;t6;t6;;t7;t7;t7;t7;;t8;t8;t8;t8;;t9;t9;t9;t9;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g6112;0.04;0.04;0.21;-0.03;0.1;-0.13;g6112;-0.29;-0.03;-0.11;0.04;-0.37;0.35;g6112;-0.56;-0.19;-0.04;0.01;0.01;0.16;g6112;-0.02;-0.06;-0.06;-0.09;-0.17;0.16
g6113;0.18;-0.2;-0.24;-0.16;0.05;-0.24;g6113;-0.34;-0.29;-0.24;0.21;-0.13;0.44;g6113;-0.29;-0.23;-0.11;0.08;-0.13;0.47;g6113;0.22;-0.29;0.02;0.1;-0.14;-0.31
g6114;0.18;0.26;0.43;-0.4;-0.34;-0.45;g6114;0.2;-0.43;0.32;-0.39;-0.43;-0.55;g6114;0.96;0.89;0.2;-0.38;-0.92;-1.05;g6114;0.19;0.43;0.33;0.33;0.28;0.38
g6115;0.31;-0.05;-0.07;0.06;0.32;-0.21;g6115;-0.48;0.28;0.07;0.06;-0.65;0.12;g6115;0.29;0.19;0.03;-0.06;0.3;0.45;g6115;1.09;0.41;0.15;0.01;-0.22;-0.01
g6116;-0.37;0.31;0.34;0.15;0.33;-0.08;g6116;-0.4;0.28;0.19;0.13;-0.79;0.2;g6116;0.19;-0.14;-0.27;-0.13;-0.22;0.58;g6116;0.64;0.64;0.37;-0.05;-0.39;0.02
g6117;0.29;-0.6;0.05;0.32;0.47;-0.23;g6117;-0.03;0.33;0.07;0.23;-0.05;0.25;g6117;0.35;0.31;0.18;0.18;0.13;0.03;g6117;0.92;0.43;0.14;-0.07;-0.35;-0.04
g6118;-0.12;-0.04;0.14;-0.32;-0.08;-0.06;g6118;-0.03;0.17;0.05;0.12;-0.23;0.02;g6118;-0.08;-0.27;-0.24;-0.22;-0.25;0.67;g6118;0.37;0.33;-0.1;0.4;0.14;0.39
g6119;0.08;0.16;0.27;0;0.24;-0.02;g6119;0.03;0.01;0.18;0.15;0.28;0.08;g6119;-0.16;-0.12;-0.16;-0.08;0.06;0.31;g6119;-0.21;-0.16;0.29;-0.16;0.01;0.05
g6120;0.22;-0.25;0.07;-0.05;0.09;-0.33;g6120;0.18;-0.14;0.47;-0.21;0.2;-0.21;g6120;-0.24;0.16;0.12;0.26;0.21;0.05;g6120;-0.01;-0.05;-0.54;-0.11;0.13;0.13
g6121;-0.25;-0.13;0.18;0.1;0.07;0.09;g6121;-0.62;-0.1;-0.44;-0.04;-0.53;0.24;g6121;0;0.01;0.12;-0.07;-0.34;0.12;g6121;-0.16;-0.02;-0.52;0.07;0.17;0.03
g6122;-0.61;-0.88;0.66;0.52;1.44;0.85;g6122;0.18;0.97;2.01;1.08;1.16;-0.39;g6122;-1.05;-0.51;0.03;0.18;0.24;1.46;g6122;-0.96;-0.93;-0.59;-0.12;0.52;0.16
g6123;0.03;0.15;-0.08;0.14;0.17;-0.04;g6123;0.6;-0.26;0.45;0.09;0.1;-0.23;g6123;-0.32;-0.09;-0.51;-0.28;-0.47;-0.82;g6123;-0.14;-0.67;-0.29;0.18;0.14;-0.59
g6124;0.26;-0.15;0.03;-0.24;0.23;-0.07;g6124;0.13;-0.03;0.04;0.15;-0.14;0.1;g6124;-0.04;-0.66;-0.89;-0.73;-0.51;0.22;g6124;-0.25;-0.76;-0.06;-0.22;0.36;-0.17
g6125;0.16;-0.4;-0.06;0.09;0.33;0.07;g6125;0.34;-0.27;0.21;-0.34;-0.31;-0.38;g6125;0.41;-0.22;0.03;0.37;0.13;-0.08;g6125;0.33;-0.23;-0.08;0.2;-0.08;0.08
g6126;0.16;-0.02;0.33;0.29;0.11;-0.27;g6126;0.18;0.16;0.6;-0.09;0.18;-0.21;g6126;0.32;0.26;0.66;0.71;0.01;0.08;g6126;0.29;0.25;0.18;-0.02;-0.1;-0.17
g6127;0.46;-0.13;0.08;-0.06;0.08;-0.12;g6127;0.56;-0.19;0.19;-0.56;0.09;-0.16;g6127;0.3;0.12;-0.01;0.02;-0.08;0.46;g6127;-0.28;-0.75;-0.66;-0.07;0.03;0.06
g6128;0.15;0.28;0.19;-0.18;0.11;-0.01;g6128;0.08;0.33;-0.2;0.16;-0.24;0.03;g6128;0.45;0.4;0.03;0.28;0.19;-0.15;g6128;-0.21;-0.26;-0.31;0.24;0.24;-0.24
g6129;-1.07;-0.71;0.55;0.57;1.51;0.89;g6129;0.9;0.42;0.74;0.28;0.9;-0.48;g6129;-0.26;0.66;1.04;1.21;1.05;-0.02;g6129;-0.94;-0.6;-0.39;0.45;0.96;0.97
g6130;0.1;-0.34;-0.09;0;0.44;0.24;g6130;0.3;0.18;0.66;0.5;0.1;-0.24;g6130;0.02;0.37;1.06;1.21;0.39;-0.13;g6130;0.08;-0.05;0.07;0.01;0.28;-0.18
g6131;0.35;0.02;0.34;-0.15;0.07;-0.23;g6131;-1.35;-1.35;-1.15;-0.97;-0.97;0.46;g6131;-0.25;0;-0.07;-0.06;-0.38;-0.11;g6131;-0.17;-0.17;-0.38;-0.24;0.08;0.01
g6132;0.47;-0.07;0.04;0;-0.3;-0.31;g6132;0.58;0.21;-0.34;-0.42;-0.06;-0.24;g6132;0.37;0.33;0.22;0.02;-0.15;0.13;g6132;-0.05;0.04;0.14;0.54;0.57;0.22
g6133;0.68;-0.13;-0.23;-0.41;-0.44;-0.5;g6133;0.51;0;0;-0.2;0;-0.13;g6133;-0.53;-0.23;-0.87;-0.45;-0.23;0.29;g6133;-1.71;-1.12;-1.01;-0.18;0.52;-0.14
g6134;-0.26;-0.05;0.24;0.11;-0.26;-0.05;g6134;-0.19;-0.19;2.28;-0.07;-0.1;-0.07;g6134;-0.04;0.25;0.2;0.19;-0.12;0.17;g6134;0.35;-0.18;-0.23;-0.18;-0.32;-0.15
g6135;0.04;0.1;0.15;0.12;0.1;-0.1;g6135;0.18;0.07;0.15;0.05;-0.06;0.15;g6135;0.06;0.31;0.18;0.36;0.13;0.14;g6135;0.15;-0.11;-0.06;-0.04;0.04;0.02
g6136;-0.2;-0.24;-0.03;-0.09;0.32;0.25;g6136;-0.15;0.24;0.09;0.09;-0.26;0.03;g6136;0.09;-0.56;-0.22;-0.32;-0.17;0.83;g6136;-0.03;0.42;0.02;0.5;0.3;0.42
g6137;-0.11;-0.13;-0.07;0.04;0.24;0.05;g6137;0.01;-0.35;0.33;-0.04;0.01;-0.23;g6137;0.31;0.37;0.37;0.67;0.08;-0.18;g6137;0.08;-0.06;-0.4;-0.04;0.1;0.08
g6138;0;0.05;0.25;0.13;0.1;-0.13;g6138;0.42;0.48;0.1;0.06;-0.15;-0.3;g6138;0.01;-0.38;-0.17;-0.28;-0.32;0.79;g6138;-0.31;-0.07;-0.17;0.42;0.26;0.16
g6139;0;0.26;0.26;0.26;0.11;-0.09;g6139;-0.24;-0.15;-0.15;0.07;-0.49;0.25;g6139;-0.05;-0.12;-0.04;-0.11;-0.24;0.37;g6139;-0.17;0.13;0.27;0.13;0.15;-0.15
g6140;0;0.1;0.26;0.09;0.27;0;g6140;0.3;-0.28;0;-0.33;-0.38;-0.16;g6140;0.74;0.6;0.1;-0.19;-0.51;-0.81;g6140;0.36;-0.19;0.06;0.21;0.06;-0.02
g6141;-0.07;-0.22;0.03;0.16;0.16;-0.02;g6141;-0.02;-0.42;0.36;-0.28;-0.03;0.03;g6141;-0.09;0;-0.07;0.05;-0.09;-0.65;g6141;-0.02;0.45;0.1;-0.17;0.14;0.02
g6142;0;0.07;0.31;0.15;0.28;0.15;g6142;-0.13;0.32;0.04;0.18;-0.28;0.12;g6142;0.28;0.06;-0.15;-0.16;-0.08;0.73;g6142;0.55;0.3;0;0.26;0;0.1
g6143;-0.08;0.09;0.27;0.13;0.04;-0.22;g6143;0.28;0.28;0.47;0.12;0.55;-0.04;g6143;0.31;0.35;-0.41;0.39;0.23;0.67;g6143;0.06;0.02;0.35;-0.08;-0.22;-0.18
g6144;0;0.2;0.08;0.14;-0.06;0.1;g6144;-0.06;0.22;0.01;0.19;-0.24;0.08;g6144;0.13;0.34;0.15;0.25;-0.02;-0.05;g6144;0.19;0;-0.24;-0.01;0.02;-0.04
g6145;0;0.08;0;-0.03;-0.03;-0.21;g6145;0;-0.03;0;-0.15;0;0.3;g6145;-0.29;0;-0.08;0;0.06;0.54;g6145;-0.21;-0.44;-0.1;-0.34;-0.28;-0.25
g6146;0.02;-0.48;-0.08;0;-0.01;0.09;g6146;-0.91;0.38;-0.94;0.34;-0.66;0.6;g6146;-0.27;-0.04;-0.23;-0.14;-0.02;0.71;g6146;0.22;0.12;-0.12;0.38;0.33;0.24
g6147;0.6;-0.11;-0.04;-0.7;-0.4;-0.24;g6147;-0.46;-0.59;-1.09;-0.59;-0.82;0.78;g6147;-0.84;-0.43;-0.79;-0.39;-0.53;-0.35;g6147;0.39;0.63;0.22;0.33;0.44;0.46
g6148;0.61;0;-0.22;-0.5;-0.43;-0.33;g6148;-0.83;-0.71;-0.71;-0.65;-0.38;0.84;g6148;-0.2;-0.43;-0.35;-0.73;-0.51;0.8;g6148;0.73;0.97;0.54;0.32;0.02;0.2
g6149;0.25;-0.11;0.26;-0.04;-0.04;-0.19;g6149;0.32;-0.25;-0.16;-0.08;0.27;-0.06;g6149;-0.13;-0.04;0.04;0.05;0.06;-0.2;g6149;0.09;0.3;0.04;-0.03;0.06;0.12
g6150;0.18;-0.17;0.32;0;0.12;-0.07;g6150;-0.22;0.34;0.24;0.24;-0.18;0.19;g6150;-0.03;0.06;0.33;0.25;0.25;-0.75;g6150;-0.12;0.15;-0.02;0.18;0.2;0.07
g6151;-0.1;-0.33;0.15;0.04;0.06;-0.1;g6151;-0.15;0.02;-0.14;0.17;-0.21;0.12;g6151;-0.05;-0.06;0.08;0.26;0.14;0.22;g6151;0.01;-0.05;-0.3;0.19;0.22;0.19
g6152;0;0.24;0.04;-0.27;-0.07;-0.18;g6152;-0.12;-0.61;0.12;0.35;-0.12;0.3;g6152;0.19;0.34;0.45;0.54;0.1;0.08;g6152;-0.03;0.12;-0.03;0.04;0.07;0.13
g6153;0.13;-0.15;0.22;-0.13;0.16;0;g6153;-0.06;-0.39;0.08;-0.14;-0.37;0.03;g6153;-0.13;-0.12;0.2;0.1;0.26;0.29;g6153;-0.13;-0.21;-0.28;0.62;0.22;0.09
g6154;0.3;-0.13;0.41;-0.42;0.09;-0.15;g6154;0.13;0.27;0.23;0.27;0.58;0.19;g6154;0.28;0.1;-0.12;-0.03;-0.53;0.78;g6154;-0.42;0;0.21;0.7;0.65;0.52
g6155;0.11;-0.07;0.37;0.01;0.26;-0.17;g6155;0.34;-0.07;0.16;-0.24;0;-0.19;g6155;-0.16;-0.19;-0.61;-0.32;0.21;0.73;g6155;-0.07;0.18;-0.27;0.01;0.35;0.13
g6156;0.3;-0.01;0.46;-0.38;-0.08;-0.45;g6156;-0.1;0.13;-0.49;-0.08;-0.73;0.38;g6156;-0.02;-0.07;-0.46;-0.35;-0.1;0.51;g6156;0.08;0.21;0.32;0.45;0.34;0.18
g6157;0.28;-0.25;-0.15;-0.52;0.72;-0.42;g6157;0.39;-0.73;-0.02;-0.63;0.31;-0.46;g6157;0.25;0.1;-0.37;-0.51;0;0.45;g6157;-0.63;-0.78;-0.32;-0.17;0.36;0.03
g6158;0;0.15;-0.05;-0.1;-0.3;0.16;g6158;-0.05;-0.39;-0.12;-0.3;-0.03;0;g6158;-0.33;-0.21;-0.24;-0.26;-0.14;-0.07;g6158;-0.2;0.09;-0.03;0.26;0.12;0.02
g6159;0;0;0.14;0.01;0.16;-0.07;g6159;-0.47;0.04;0.03;0.28;-0.37;0.1;g6159;0.11;0.4;0.17;0.25;0.3;-0.1;g6159;0.23;0.07;0.09;-0.05;-0.24;-0.07
g6160;0;-0.03;0.09;-0.11;0.28;0.34;g6160;-0.06;0.06;-0.03;0.18;-0.06;0.14;g6160;0.13;-0.17;0;-0.08;-0.18;0.7;g6160;0.33;0.27;-0.01;0.32;-0.13;0.23
g6161;-0.01;-0.15;0.24;-0.05;0.37;0.09;g6161;-0.14;-0.25;0.26;-0.3;-0.25;-0.04;g6161;-0.16;0.04;0.15;0.01;-0.25;-0.3;g6161;-0.01;0.35;-0.03;0.16;0.24;0.1
g6162;0.1;0.09;-0.21;0.12;0.03;-0.07;g6162;0.05;-0.01;0.07;-0.15;-0.11;0.05;g6162;0.05;0.18;0.3;0.35;0.1;0.19;g6162;0.06;-0.11;-0.21;-0.03;0.19;0.12
g6163;0.05;0;0.44;-0.01;0.37;-0.08;g6163;0.23;0.33;0;0.15;0;-0.13;g6163;0.62;0.65;0.39;0.43;0.06;-0.01;g6163;0.45;0.17;0.19;-0.05;0.28;0.22
g6164;-0.14;-0.4;-0.02;-0.29;0.05;0.07;g6164;-0.21;-0.44;0.58;-0.13;0.39;-0.21;g6164;0.14;0.16;-0.04;0.01;0.19;0.6;g6164;-0.19;-0.31;-0.37;0.55;0.44;0.25
g6165;0.1;0.2;0.05;-0.06;0.02;0.04;g6165;0;0;0;0;0;0;g6165;-1.89;-0.31;0.69;0.11;0.5;1.28;g6165;0.01;-0.5;-0.7;-0.17;0.05;-0.38
g6166;-0.2;0;-0.06;-0.14;-0.02;0;g6166;0.03;-0.25;0.23;-0.1;0.4;-0.43;g6166;-0.04;-0.08;0.16;0.03;-0.04;0.24;g6166;-0.44;-0.49;-0.52;0.08;0.08;0.01
g6167;-0.01;0;0.06;0.11;0.25;-0.08;g6167;0.39;-0.22;0.29;-0.92;0.42;-0.59;g6167;-1.14;-0.5;-0.66;-0.4;0.18;0.68;g6167;0.04;0.02;0.02;-0.25;0.17;0.02
g6168;0.07;-0.21;0;0;0.08;0.03;g6168;-0.2;-0.27;0.37;0.16;-0.43;0.08;g6168;-0.05;0.16;-0.27;-0.09;0.11;-0.18;g6168;0.03;-0.13;-0.3;-0.3;-0.26;-0.6
g6169;-0.13;0;0.02;0.26;-0.01;-0.2;g6169;0.23;-0.38;0.34;0.07;0.34;-0.07;g6169;-0.39;0;0.16;0.33;0.44;-0.25;g6169;0.02;0.12;0.02;-0.24;-0.24;-0.16
g6170;0.13;-0.27;0.01;-0.14;-0.14;-0.09;g6170;0.11;0.31;0.1;0.23;-0.12;0.31;g6170;0.27;0.03;0.33;0.44;0.18;-0.26;g6170;-0.03;-0.31;0.01;0.22;0.46;0.24
g6171;0.29;0.08;0.43;-0.06;0.07;-0.23;g6171;0.65;-0.26;0.14;-0.33;0.53;-0.02;g6171;-0.09;0.07;0.14;0.22;0.04;0.03;g6171;0;-0.17;-0.07;-0.32;0.17;-0.02
g6172;0;0.24;0.06;0.16;-0.04;-0.15;g6172;-0.26;0.21;-0.4;0.34;-0.8;0.34;g6172;-0.03;0.18;0.05;0.29;0.05;-0.3;g6172;0.18;-0.11;-0.03;-0.1;-0.44;-0.3
g6173;-0.16;0.12;-0.12;0.36;0.04;0.34;g6173;0.3;-0.62;1.35;-0.14;-0.03;-0.51;g6173;0.2;-0.04;-0.25;-0.09;-0.04;-0.43;g6173;0.13;0.31;0.16;-0.23;-0.35;-0.15
g6174;0.08;-0.08;0.26;0.11;0.13;-0.1;g6174;1.3;-0.07;0.29;-0.2;0.25;-0.47;g6174;-0.29;-0.29;-1.61;-0.39;0.05;-0.19;g6174;0;0.36;-0.02;0.13;0.08;-0.37
g6175;0.19;-0.11;-0.42;-0.56;-0.36;-0.12;g6175;-0.46;-0.4;-1.02;0.02;-0.02;1.22;g6175;0.14;-0.14;-0.11;-0.02;-0.19;0.12;g6175;0.25;0.35;0.21;0.18;0.4;0.38
g6176;0.14;-0.44;-0.44;-0.75;-0.26;-0.06;g6176;-0.44;-0.21;-1.08;0.39;-0.17;1.61;g6176;-0.16;-0.37;-0.36;-0.12;-0.02;0.8;g6176;0.2;0.36;0.14;0.53;0.36;0.4
g6177;0.18;-0.11;-0.2;-0.53;-0.24;-0.04;g6177;-0.6;-0.09;-0.85;0.17;-0.05;1.26;g6177;-0.03;-0.69;-0.57;-0.51;-0.32;1.35;g6177;-0.01;0.17;0.35;0.25;0.34;0.25
